Character,Radical,CharFreq,Radicals,ChatGPT_Token_IDs
科,禾,197.6346,['禾'],"[163, 100, 239]"
槛,木,1.9605,['木'],"[162, 100, 249]"
谗,讠,0.5235,"['讠', '言']","[164, 108, 245]"
骁,马,0.7605,"['馬', '马']","[165, 103, 223]"
档,木,64.3506,['木'],"[162, 94, 96]"
巍,山,1.9802,['山'],"[32432, 235]"
技,扌,142.6222,"['扌', '手']","[162, 232, 222]"
焰,火,15.1704,"['火', '灬']","[47078, 108]"
铲,钅,7.2494,"['钅', '金']","[165, 241, 110]"
呵,口,133.3827,"['囗', '口']","[37772, 113]"
拳,手,35.921,"['扌', '手']","[162, 233, 111]"
已,己,1150.2617,['己'],"[32432, 110]"
酋,酉,2.7259,['酉'],"[165, 26534]"
歇,欠,23.7679,['欠'],"[29826, 229]"
龅,齿,0.6963,"['齿', '齒']","[11737, 227]"
腐,肉,62.3654,['肉'],"[164, 227, 238]"
箭,⺮,24.2667,"['⺮', '竹']","[163, 106, 255]"
悉,心,49.2049,"['心', '忄']","[162, 224, 231]"
拱,扌,5.3728,"['扌', '手']","[162, 233, 109]"
惩,心,14.9926,"['心', '忄']","[46349, 102]"
玲,王,21.1605,"['王', '玉']","[163, 236, 110]"
殃,歹,2.2123,['歹'],"[162, 106, 225]"
粒,米,29.9309,['米'],"[163, 110, 240]"
涉,氵,21.8272,"['氺', '水', '氵']","[162, 114, 231]"
览,见,22.0346,"['见', '見']","[164, 100, 230]"
池,氵,38.0889,"['氺', '水', '氵']","[162, 109, 254]"
苹,艹,75.6444,['艹'],"[164, 233, 117]"
嬉,女,4.6815,['女'],"[161, 105, 231]"
燮,火,1.1704,"['火', '灬']","[163, 229, 106]"
茉,艹,3.9852,['艹'],"[164, 234, 231]"
泻,氵,8.8494,"['氺', '水', '氵']","[37345, 119]"
笃,⺮,1.8469,"['⺮', '竹']","[163, 105, 225]"
咣,口,1.0568,"['囗', '口']","[161, 240, 96]"
晋,日,15.1062,['日'],"[162, 247, 233]"
析,木,58.2568,['木'],"[162, 252, 238]"
旨,日,5.4914,['日'],"[33768, 101]"
谨,讠,21.4864,"['讠', '言']","[164, 108, 101]"
瞒,目,14.1185,['目'],"[163, 252, 240]"
吉,口,301.6543,"['囗', '口']","[28938, 231]"
患,心,43.1309,"['心', '忄']","[162, 224, 96]"
嗳,口,1.0765,"['囗', '口']","[161, 245, 111]"
偿,亻,20.7704,"['人', '亻']","[161, 223, 123]"
卦,卜,15.0765,['卜'],"[39355, 99]"
楔,木,0.4543,['木'],"[162, 98, 242]"
帝,巾,169.5506,['巾'],"[30585, 251]"
恋,心,473.4074,"['心', '忄']","[162, 223, 233]"
睬,目,2.7852,['目'],"[163, 251, 105]"
读,讠,169.042,"['讠', '言']","[46237, 119]"
濑,氵,1.4716,"['氺', '水', '氵']","[162, 123, 239]"
耍,而,48.2025,['而'],"[32003, 235]"
储,亻,49.1309,"['人', '亻']","[43636, 101]"
骥,马,0.4,"['馬', '马']","[165, 103, 98]"
掏,扌,17.5753,"['扌', '手']","[162, 236, 237]"
讳,讠,2.1728,"['讠', '言']","[164, 106, 111]"
矛,矛,22.563,['矛'],"[163, 253, 249]"
闰,门,1.3136,"['門', '门']","[29785, 108]"
惜,心,206.316,"['心', '忄']","[46349, 250]"
蜷,虫,2.7506,['虫'],"[164, 250, 115]"
侵,亻,27.8864,"['人', '亻']","[160, 122, 113]"
抡,扌,0.7259,"['扌', '手']","[162, 232, 94]"
颗,页,97.0272,"['頁', '页']","[165, 95, 245]"
刚,刂,987.3185,"['刂', '刀']","[26344, 248]"
瀑,氵,12.4346,"['氺', '水', '氵']","[163, 222, 239]"
秤,禾,64.3062,['禾'],"[163, 100, 97]"
啃,口,12.6173,"['囗', '口']","[161, 243, 225]"
殴,殳,6.0099,['殳'],"[162, 106, 112]"
篷,⺮,7.6049,"['⺮', '竹']","[163, 107, 115]"
忐,心,9.0123,"['心', '忄']","[33232, 238]"
彻,彳,64.7704,['彳'],"[37605, 119]"
妒,女,32.5185,['女'],"[36685, 240]"
宰,宀,21.7679,['宀'],"[22522, 108]"
忒,心,9.0519,"['心', '忄']","[33232, 240]"
族,方,114.237,['方'],"[33768, 237]"
瞪,目,6.9136,['目'],"[163, 252, 103]"
溃,氵,35.442,"['氺', '水', '氵']","[162, 118, 225]"
汀,氵,7.2346,"['氺', '水', '氵']","[162, 109, 222]"
榄,木,12.5432,['木'],"[162, 99, 226]"
谭,讠,8.0049,"['讠', '言']","[164, 108, 255]"
舅,臼,29.1506,['臼'],"[48958, 227]"
昨,日,355.1951,['日'],"[23626, 101]"
噬,口,4.8148,"['囗', '口']","[161, 247, 105]"
篓,⺮,0.9333,"['⺮', '竹']","[163, 107, 241]"
杆,木,23.8914,['木'],"[30266, 228]"
瑶,王,25.9951,"['王', '玉']","[163, 239, 114]"
漆,氵,13.6494,"['氺', '水', '氵']","[162, 120, 228]"
媚,女,23.3432,['女'],"[161, 103, 248]"
颓,页,9.4074,"['頁', '页']","[165, 95, 241]"
苛,艹,6.4741,['艹'],"[164, 233, 249]"
碳,石,11.3136,['石'],"[163, 95, 111]"
姜,女,35.8123,['女'],"[34650, 250]"
挣,扌,41.0074,"['扌', '手']","[162, 234, 96]"
耦,耒,0.163,['耒'],"[32003, 99]"
骐,马,0.3704,"['馬', '马']","[165, 103, 238]"
茴,艹,1.2,['艹'],"[164, 234, 112]"
姥,女,23.5556,['女'],"[34650, 98]"
砚,石,0.5481,['石'],"[163, 254, 248]"
碑,石,8.163,['石'],"[163, 95, 239]"
畏,田,14.0593,['田'],"[45911, 237]"
詹,言,17.0123,"['讠', '言']","[164, 102, 117]"
羽,羽,47.0321,['羽'],"[163, 122, 121]"
寥,宀,3.363,['宀'],"[43380, 98]"
鳗,鱼,1.7481,"['鱼', '魚']","[165, 111, 245]"
蓉,艹,9.6494,['艹'],"[164, 241, 231]"
辖,车,3.0716,"['车', '車']","[164, 122, 244]"
媳,女,29.5654,['女'],"[161, 103, 111]"
埃,土,39.8963,['土'],"[161, 253, 225]"
荟,艹,3.437,['艹'],"[164, 235, 253]"
彬,彡,8.2272,['彡'],"[37605, 105]"
锥,钅,1.8815,"['钅', '金']","[165, 242, 98]"
兄,儿,184.8642,['儿'],"[17739, 226]"
闪,门,98.1185,"['門', '门']","[29785, 103]"
蛋,虫,403.7679,['虫'],"[164, 249, 233]"
钻,钅,89.279,"['钅', '金']","[165, 240, 119]"
稽,禾,5.6691,['禾'],"[163, 101, 121]"
翠,羽,17.0667,['羽'],"[163, 123, 254]"
沐,氵,10.1926,"['氺', '水', '氵']","[162, 110, 238]"
迪,辶,100.1827,['辶'],"[32573, 103]"
厂,厂,34.5728,['厂'],"[43889, 224]"
仇,亻,29.8963,"['人', '亻']","[20015, 229]"
媒,女,37.837,['女'],"[161, 103, 240]"
溶,氵,13.7975,"['氺', '水', '氵']","[162, 118, 114]"
嘴,口,167.1062,"['囗', '口']","[161, 246, 112]"
喇,口,34.0198,"['囗', '口']","[161, 244, 229]"
押,扌,11.8667,"['扌', '手']","[162, 232, 120]"
缶,缶,0.0642,['缶'],"[163, 120, 114]"
嗜,口,6.9333,"['囗', '口']","[161, 245, 250]"
达,辶,526.2173,['辶'],"[164, 122, 122]"
馆,饣,112.8296,"['飠', '饣', '食']","[165, 99, 228]"
藕,艹,6.5481,['艹'],"[164, 245, 243]"
份,亻,304.3012,"['人', '亻']","[20015, 121]"
盾,目,27.4321,['目'],"[33566, 122]"
傧,亻,0.2222,"['人', '亻']","[43636, 100]"
鹞,鸟,0.084,"['鳥', '鸟']","[165, 117, 252]"
伪,亻,39.6247,"['人', '亻']","[27670, 103]"
陡,阝,1.921,"['邑', '阜', '阝']","[165, 247, 94]"
寨,宀,14.7457,['宀'],"[43380, 101]"
彼,彳,73.9407,['彳'],"[37605, 120]"
砒,石,0.5481,['石'],"[163, 254, 240]"
丘,一,9.2938,['一'],"[10310, 246]"
矣,矢,5.8272,['矢'],"[163, 253, 96]"
译,讠,17.521,"['讠', '言']","[46237, 239]"
辞,辛,38.3753,['辛'],"[164, 122, 252]"
饼,饣,62.8049,"['飠', '饣', '食']","[165, 98, 120]"
仲,亻,74.3259,"['人', '亻']","[20015, 110]"
梓,木,3.4469,['木'],"[162, 95, 241]"
姨,女,77.6198,['女'],"[34650, 101]"
滤,氵,9.684,"['氺', '水', '氵']","[162, 119, 97]"
癌,疒,28.4938,['疒'],"[163, 247, 234]"
锤,钅,8.0444,"['钅', '金']","[165, 242, 97]"
犹,犬,47.9951,"['犬', '犭']","[163, 232, 117]"
将,寸,930.0741,['寸'],[49546]
蹉,足,2.0938,['足'],"[164, 117, 231]"
莞,艹,14.0494,['艹'],"[164, 236, 252]"
蓝,艹,106.2272,['艹'],"[164, 241, 251]"
赠,贝,38.4099,"['貝', '贝']","[164, 113, 254]"
渴,氵,44.4444,"['氺', '水', '氵']","[162, 116, 112]"
咎,口,2.1778,"['囗', '口']","[161, 240, 236]"
丙,一,3.4963,['一'],"[10310, 247]"
曼,曰,69.2296,['曰'],"[162, 249, 120]"
嘀,口,11.1012,"['囗', '口']","[161, 246, 222]"
佬,亻,47.9901,"['人', '亻']","[19526, 105]"
宴,宀,38.2272,['宀'],"[22522, 112]"
崇,山,151.516,['山'],"[161, 112, 229]"
晃,日,25.7827,['日'],"[162, 247, 225]"
恣,心,0.8741,"['心', '忄']","[162, 223, 96]"
蔵,艹,0.0889,['艹'],"[164, 242, 113]"
捍,扌,2.5333,"['扌', '手']","[162, 235, 235]"
砖,石,14.4988,['石'],"[163, 254, 244]"
甚,甘,104.1679,['甘'],"[18796, 248]"
惺,忄,3.9654,"['心', '忄']","[46349, 118]"
又,又,1429.6346,['又'],"[20998, 230]"
夕,夕,101.921,['夕'],"[13783, 243]"
龄,齿,61.2691,"['齿', '齒']","[11737, 226]"
喘,口,13.1259,"['囗', '口']","[161, 244, 246]"
尚,小,138.5778,['小'],"[22887, 248]"
瘾,疒,33.679,['疒'],"[163, 246, 122]"
徒,彳,51.842,['彳'],"[36181, 240]"
夙,夕,0.6469,['夕'],"[13783, 247]"
劵,力,0.5284,['力'],"[27950, 113]"
滴,氵,219.4667,"['氺', '水', '氵']","[162, 119, 112]"
欲,欠,121.6889,['欠'],"[162, 105, 110]"
潭,氵,7.442,"['氺', '水', '氵']","[162, 121, 255]"
厚,厂,98.0889,['厂'],"[43889, 248]"
擂,扌,6.5531,"['扌', '手']","[162, 241, 224]"
澎,氵,3.9802,"['氺', '水', '氵']","[162, 122, 236]"
湍,氵,0.4593,"['氺', '水', '氵']","[162, 117, 235]"
旅,方,184.6864,['方'],"[33768, 227]"
却,卩,452.479,['卩'],"[39355, 112]"
铿,钅,0.8988,"['钅', '金']","[165, 241, 123]"
摔,扌,39.679,"['扌', '手']","[162, 239, 242]"
杠,木,10.1333,['木'],"[30266, 254]"
攸,攵,6.2716,"['攴', '攵']","[162, 242, 116]"
凸,凵,7.7778,['凵'],"[49035, 116]"
貂,豸,53.9654,['豸'],"[164, 110, 224]"
旻,日,0.3654,['日'],"[33768, 119]"
乖,丿,60.4395,"['丿', '乀', '乁']","[20046, 244]"
羡,羊,56.3753,['羊'],"[163, 122, 94]"
锻,钅,18.9383,"['钅', '金']","[165, 242, 119]"
阿,阝,412.3012,"['邑', '阜', '阝']","[165, 246, 123]"
奥,大,106.8247,['大'],"[25001, 98]"
拨,扌,26.158,"['扌', '手']","[162, 233, 101]"
婢,女,0.3506,['女'],"[161, 102, 95]"
也,乙,3393.0716,"['乙', '乚', '乛']","[20046, 253]"
媲,女,1.3235,['女'],"[161, 103, 110]"
囍,口,5.1111,"['囗', '口']","[32368, 235]"
偕,亻,4.6914,"['人', '亻']","[161, 223, 243]"
著,艹,98.884,['艹'],"[164, 239, 245]"
涨,氵,81.4519,"['氺', '水', '氵']","[162, 114, 101]"
沛,氵,4.7605,"['氺', '水', '氵']","[162, 110, 249]"
魏,鬼,13.5506,['鬼'],"[165, 255, 237]"
淑,氵,18.5383,"['氺', '水', '氵']","[162, 115, 239]"
矬,矢,0.2617,['矢'],"[163, 253, 105]"
痦,疒,0.1284,['疒'],"[163, 245, 99]"
他,亻,4230.1877,"['人', '亻']","[20015, 244]"
漏,氵,28.0691,"['氺', '水', '氵']","[162, 120, 237]"
幢,巾,3.6198,['巾'],"[33176, 95]"
孝,子,22.6321,['子'],"[27764, 251]"
臣,臣,12.9235,['臣'],"[164, 229, 96]"
戆,心,0.3506,"['心', '忄']","[22755, 228]"
酣,酉,2.4148,['酉'],"[165, 227, 96]"
季,子,184.7457,['子'],"[27764, 96]"
窘,穴,2.5383,['穴'],"[163, 103, 246]"
们,亻,5981.2,"['人', '亻']","[20015, 105]"
渗,氵,5.4173,"['氺', '水', '氵']","[162, 116, 245]"
瘢,疒,0.1235,['疒'],"[163, 246, 95]"
堵,土,66.8988,['土'],"[161, 254, 113]"
篡,⺮,0.9185,"['⺮', '竹']","[163, 107, 94]"
踟,足,0.1383,['足'],"[164, 116, 253]"
辘,车,1.0321,"['车', '車']","[164, 122, 246]"
炷,火,0.3605,"['火', '灬']","[163, 224, 115]"
蛤,虫,7.6099,['虫'],"[164, 249, 97]"
拽,扌,10.0346,"['扌', '手']","[162, 233, 121]"
晕,日,90.0395,['日'],"[162, 247, 243]"
踝,足,5.6198,['足'],"[164, 116, 251]"
沦,氵,9.9605,"['氺', '水', '氵']","[162, 110, 99]"
梅,木,66.721,['木'],"[162, 95, 227]"
咧,口,20.0938,"['囗', '口']","[161, 240, 100]"
锁,钅,87.4173,"['钅', '金']","[165, 242, 223]"
刊,刂,13.5753,"['刂', '刀']","[26344, 232]"
壑,土,0.7654,['土'],"[18004, 239]"
乙,乙,14.3556,"['乙', '乚', '乛']","[20046, 247]"
盈,皿,15.1802,['皿'],"[33566, 230]"
浆,水,19.6,"['氺', '水', '氵']","[38184, 228]"
疏,疋,16.8691,['疋'],"[163, 244, 237]"
耗,耒,25.0914,['耒'],"[32003, 245]"
潇,氵,16.4049,"['氺', '水', '氵']","[162, 121, 229]"
宪,宀,5.1506,['宀'],"[22522, 103]"
姘,女,0.321,['女'],"[34650, 246]"
坂,土,17.9605,['土'],"[161, 251, 224]"
境,土,142.9136,['土'],"[161, 95, 225]"
霰,雨,0.3309,['雨'],"[165, 250, 108]"
坨,土,6.2025,['土'],"[161, 251, 101]"
睹,目,9.3037,['目'],"[163, 251, 117]"
哈,口,925.0864,"['囗', '口']","[161, 241, 230]"
侮,亻,7.7531,"['人', '亻']","[160, 122, 106]"
弄,廾,174.6469,['廾'],"[28156, 226]"
仁,亻,59.0123,"['人', '亻']","[20015, 223]"
扩,扌,45.0667,"['扌', '手']","[33699, 102]"
暖,日,247.1901,['日'],"[162, 248, 244]"
氤,气,0.6568,['气'],"[36365, 97]"
绶,纟,0.3012,"['糸', '纟']","[163, 119, 114]"
递,辶,52.158,['辶'],"[34460, 240]"
涣,氵,0.4296,"['氺', '水', '氵']","[162, 114, 96]"
娘,女,211.0667,['女'],"[161, 101, 246]"
芳,艹,36.5037,['艹'],"[164, 232, 111]"
昂,日,23.7235,['日'],"[23626, 224]"
局,尸,196.2815,['尸'],"[161, 109, 222]"
裂,衣,39.5704,"['衣', '衤']","[32518, 224]"
幅,巾,34.8444,['巾'],"[33176, 227]"
糊,米,66.1235,['米'],"[163, 111, 232]"
锦,钅,27.4667,"['钅', '金']","[165, 242, 99]"
犁,牛,1.0963,"['牜', '牛']","[163, 232, 223]"
矩,矢,14.9037,['矢'],"[163, 253, 102]"
舟,舟,40.6568,['舟'],"[48958, 253]"
昵,日,6.7309,['日'],"[23626, 113]"
呸,口,4.1531,"['囗', '口']","[37772, 116]"
否,口,196.8148,"['囗', '口']","[28938, 99]"
柑,木,3.4222,['木'],"[162, 253, 239]"
链,钅,88.1877,"['钅', '金']","[165, 241, 122]"
绨,纟,0.0148,"['糸', '纟']","[163, 119, 101]"
呛,口,6.0,"['囗', '口']","[37772, 249]"
望,月,901.2988,['月'],"[17312, 249]"
忆,忄,171.6543,"['心', '忄']","[33232, 228]"
炫,火,49.5358,"['火', '灬']","[163, 224, 104]"
冯,冫,36.0691,['冫'],"[37863, 107]"
悍,忄,12.5284,"['心', '忄']","[162, 224, 235]"
涮,氵,4.2617,"['氺', '水', '氵']","[162, 114, 106]"
序,广,37.837,['广'],"[41753, 237]"
蝰,虫,0.1037,['虫'],"[164, 251, 108]"
憧,忄,5.1062,"['心', '忄']","[162, 228, 100]"
郡,阝,6.1827,"['邑', '阜', '阝']","[32849, 94]"
攒,扌,11.6247,"['扌', '手']","[162, 242, 240]"
乞,乙,18.642,"['乙', '乚', '乛']","[20046, 252]"
哏,口,0.8741,"['囗', '口']","[161, 241, 237]"
之,丿,1522.0741,"['丿', '乀', '乁']",[45298]
荡,艹,44.4938,['艹'],"[164, 235, 94]"
藐,艹,1.7333,['艹'],"[164, 245, 238]"
柯,木,32.0444,['木'],"[162, 253, 107]"
傲,亻,53.8025,"['人', '亻']","[43636, 110]"
沸,氵,17.6988,"['氺', '水', '氵']","[162, 110, 116]"
鲟,鱼,0.2815,"['鱼', '魚']","[165, 110, 253]"
鸟,鸟,129.8321,"['鳥', '鸟']","[165, 116, 253]"
摈,扌,0.2222,"['扌', '手']","[162, 239, 230]"
愈,心,30.9531,"['心', '忄']","[35707, 230]"
阐,门,1.4815,"['門', '门']","[165, 246, 238]"
逍,辶,8.4395,['辶'],"[34460, 235]"
晒,日,108.721,['日'],"[162, 247, 240]"
肺,月,40.5531,['月'],"[164, 224, 118]"
吡,口,0.5037,"['囗', '口']","[28938, 94]"
钞,钅,11.1802,"['钅', '金']","[165, 240, 252]"
院,阝,213.037,"['邑', '阜', '阝']","[165, 247, 95]"
什,亻,2851.0963,"['人', '亻']","[20015, 222]"
逢,辶,32.3358,['辶'],"[34460, 95]"
虑,虍,84.9481,['虍'],"[164, 247, 239]"
伉,亻,0.163,"['人', '亻']","[27670, 231]"
锯,钅,4.9679,"['钅', '金']","[165, 242, 107]"
硫,石,3.5852,['石'],"[163, 94, 104]"
趾,足,7.7333,['足'],"[164, 114, 122]"
窑,穴,3.9457,['穴'],"[163, 103, 239]"
所,戶,1250.5827,['戶'],"[33699, 222]"
慌,忄,37.9753,"['心', '忄']","[162, 227, 234]"
獠,犭,0.2963,"['犬', '犭']","[163, 235, 254]"
岬,山,0.2716,['山'],"[161, 110, 105]"
纲,纟,10.642,"['糸', '纟']","[163, 118, 110]"
笤,⺮,0.1235,"['⺮', '竹']","[163, 105, 97]"
腥,月,7.6346,['月'],"[164, 227, 98]"
掳,扌,0.7259,"['扌', '手']","[162, 236, 111]"
茎,艹,2.6617,['艹'],"[164, 234, 236]"
克,儿,612.6568,['儿'],"[17739, 233]"
谷,谷,52.5926,['谷'],"[164, 108, 115]"
菇,艹,24.2074,['艹'],"[164, 237, 229]"
嗨,口,174.9778,"['囗', '口']","[161, 245, 101]"
畚,田,0.0642,['田'],"[45911, 248]"
眩,目,4.2914,['目'],"[40367, 102]"
是,日,15477.3926,['日'],[42468]
搓,扌,20.0642,"['扌', '手']","[162, 238, 241]"
洒,氵,33.6,"['氺', '水', '氵']","[162, 112, 240]"
绩,纟,62.2815,"['糸', '纟']","[163, 119, 102]"
樟,木,1.8914,['木'],"[162, 101, 253]"
怄,忄,0.3111,"['心', '忄']","[45250, 226]"
姿,女,44.484,['女'],"[34650, 123]"
欧,欠,87.3481,['欠'],"[162, 105, 100]"
妞,女,54.242,['女'],"[36685, 252]"
玖,王,13.4123,"['王', '玉']","[163, 236, 244]"
挪,扌,11.4272,"['扌', '手']","[162, 234, 103]"
簇,⺮,1.5605,"['⺮', '竹']","[163, 108, 229]"
凖,冫,0.0741,['冫'],"[49035, 244]"
矜,矛,3.842,['矛'],"[163, 253, 250]"
珊,王,13.9654,"['王', '玉']","[163, 237, 232]"
冉,冂,1.7333,['冂'],"[37863, 231]"
滥,氵,12.3605,"['氺', '水', '氵']","[162, 119, 98]"
遂,辶,8.4494,['辶'],"[34402, 224]"
蟒,虫,0.8593,['虫'],"[164, 253, 240]"
顿,页,126.0642,"['頁', '页']","[165, 94, 123]"
晤,日,4.642,['日'],"[162, 247, 97]"
滋,氵,52.884,"['氺', '水', '氵']","[162, 119, 233]"
咔,口,29.9012,"['囗', '口']","[161, 240, 242]"
仞,亻,0.1481,"['人', '亻']","[20015, 252]"
枢,木,2.1778,['木'],"[162, 252, 95]"
忘,心,328.1877,"['心', '忄']","[33232, 246]"
脐,月,3.4815,['月'],"[164, 226, 238]"
麾,麻,0.3259,['麻'],"[165, 118, 122]"
荐,艹,418.0741,['艹'],"[164, 235, 238]"
诓,讠,0.1284,"['讠', '言']","[46237, 241]"
驶,马,28.5827,"['馬', '马']","[165, 102, 114]"
帛,巾,0.479,['巾'],"[30585, 249]"
匆,勹,16.7605,['勹'],"[44293, 228]"
箱,⺮,148.4198,"['⺮', '竹']","[163, 106, 109]"
囊,口,15.7383,"['囗', '口']","[32368, 232]"
戟,戈,1.3926,['戈'],"[22755, 253]"
杰,木,156.6815,['木'],"[30266, 108]"
巢,巛,16.7802,"['巛', '巜', '川']","[32432, 95]"
略,田,90.1086,['田'],"[45911, 98]"
抉,扌,6.2123,"['扌', '手']","[162, 232, 231]"
樽,木,1.3235,['木'],"[162, 101, 121]"
详,讠,106.1827,"['讠', '言']","[46237, 99]"
扛,扌,10.4642,"['扌', '手']","[33699, 249]"
馁,饣,1.4716,"['飠', '饣', '食']","[165, 99, 223]"
臆,月,1.2593,['月'],"[164, 229, 228]"
麝,鹿,0.4741,['鹿'],"[165, 118, 251]"
丞,一,1.7679,['一'],"[10310, 252]"
燎,火,0.8691,"['火', '灬']","[163, 229, 236]"
聂,耳,1.8074,['耳'],"[164, 223, 224]"
褥,衤,1.0667,"['衣', '衤']","[164, 97, 98]"
垫,土,19.8173,['土'],"[161, 252, 104]"
旺,日,45.9901,['日'],"[33768, 118]"
痉,疒,1.5852,['疒'],"[163, 245, 231]"
疗,疒,65.4815,['疒'],"[163, 244, 245]"
亟,二,0.4247,['二'],"[12859, 253]"
培,土,40.6864,['土'],"[161, 253, 117]"
瞬,目,61.5358,['目'],"[163, 252, 105]"
椅,木,27.9012,['木'],"[162, 97, 227]"
朵,木,66.484,['木'],"[17312, 113]"
妩,女,3.2395,['女'],"[36685, 102]"
纽,纟,41.5901,"['糸', '纟']","[163, 118, 121]"
啄,口,1.1753,"['囗', '口']","[161, 243, 226]"
慢,忄,163.6296,"['心', '忄']","[162, 227, 95]"
崽,山,7.0074,['山'],"[161, 112, 121]"
你,亻,15835.2049,"['人', '亻']","[19526, 254]"
阔,门,21.5753,"['門', '门']","[165, 246, 242]"
纱,纟,22.6765,"['糸', '纟']","[163, 118, 109]"
炎,火,42.7062,"['火', '灬']","[163, 43518]"
蝉,虫,55.6691,['虫'],"[164, 251, 231]"
凿,凵,2.4691,['凵'],"[49035, 123]"
扮,扌,70.9679,"['扌', '手']","[33699, 106]"
荞,艹,2.2074,['艹'],"[164, 235, 252]"
鹰,鸟,27.1358,"['鳥', '鸟']","[165, 117, 108]"
唆,口,1.7086,"['囗', '口']","[161, 242, 228]"
镑,钅,8.8988,"['钅', '金']","[165, 243, 239]"
蹄,足,11.7679,['足'],"[164, 117, 226]"
骰,骨,265.6988,['骨'],"[165, 103, 108]"
戚,戈,41.6247,['戈'],"[22755, 248]"
维,纟,185.2099,"['糸', '纟']","[163, 119, 112]"
诙,讠,0.9333,"['讠', '言']","[46237, 247]"
痿,疒,1.2444,['疒'],"[163, 245, 123]"
吮,口,1.3037,"['囗', '口']","[28938, 106]"
篮,⺮,38.8049,"['⺮', '竹']","[163, 107, 106]"
昆,日,19.284,['日'],"[23626, 228]"
漱,氵,6.3457,"['氺', '水', '氵']","[162, 120, 109]"
辽,辶,13.1457,['辶'],"[164, 122, 121]"
焦,灬,38.8938,"['火', '灬']","[47078, 99]"
亦,亠,38.5926,['亠'],"[12859, 99]"
帅,巾,163.1259,['巾'],"[30585, 227]"
估,亻,71.1506,"['人', '亻']","[27670, 108]"
辅,车,17.9259,"['车', '車']","[164, 122, 227]"
误,讠,111.2198,"['讠', '言']","[46237, 107]"
霾,雨,6.5728,['雨'],"[165, 250, 122]"
瑭,王,0.0593,"['王', '玉']","[163, 239, 255]"
唉,口,109.2691,"['囗', '口']","[161, 242, 231]"
墩,土,2.3556,['土'],"[161, 95, 102]"
顷,页,1.5753,"['頁', '页']","[165, 94, 115]"
勿,勹,31.7086,['勹'],"[47947, 123]"
涡,氵,3.2099,"['氺', '水', '氵']","[162, 114, 94]"
督,目,25.1062,['目'],"[163, 251, 96]"
绑,纟,73.2988,"['糸', '纟']","[163, 119, 239]"
氨,气,3.8963,['气'],"[36365, 101]"
庭,广,117.3136,['广'],"[41753, 255]"
撕,扌,23.5753,"['扌', '手']","[162, 240, 243]"
哟,口,92.0444,"['囗', '口']","[161, 241, 253]"
挽,扌,21.1704,"['扌', '手']","[162, 234, 121]"
祠,礻,2.6716,"['礻', '示']","[163, 98, 254]"
纵,纟,32.3605,"['糸', '纟']","[163, 118, 113]"
臻,至,1.6741,['至'],"[164, 229, 119]"
涩,氵,16.9136,"['氺', '水', '氵']","[162, 114, 102]"
鸭,鸟,59.3975,"['鳥', '鸟']","[165, 116, 255]"
俞,人,2.6667,"['人', '亻']","[46479, 252]"
榨,木,7.9605,['木'],"[162, 99, 101]"
柺,木,0.0593,['木'],"[162, 253, 118]"
剩,刂,100.4296,"['刂', '刀']","[30298, 102]"
租,禾,71.3432,['禾'],"[163, 100, 253]"
酗,酉,3.2247,['酉'],"[165, 227, 245]"
泽,氵,34.1333,"['氺', '水', '氵']","[37345, 121]"
伫,亻,0.8346,"['人', '亻']","[27670, 104]"
咿,口,2.3852,"['囗', '口']","[161, 240, 123]"
隼,隹,0.3802,['隹'],"[49694, 120]"
郑,阝,30.9185,"['邑', '阜', '阝']","[32849, 239]"
粥,米,42.8988,['米'],"[163, 110, 98]"
菠,艹,14.9877,['艹'],"[164, 237, 254]"
朦,月,8.3901,['月'],"[17312, 99]"
揣,扌,5.3284,"['扌', '手']","[162, 237, 96]"
洁,氵,67.516,"['氺', '水', '氵']","[162, 112, 223]"
歩,止,0.4,['止'],"[29826, 102]"
饵,饣,2.884,"['飠', '饣', '食']","[165, 35069]"
延,廴,53.6049,['廴'],"[161, 119, 114]"
噱,口,1.1407,"['囗', '口']","[161, 247, 109]"
哲,口,22.4247,"['囗', '口']","[161, 241, 110]"
库,广,57.1012,['广'],"[41753, 241]"
磺,石,1.4173,['石'],"[163, 96, 118]"
鲑,鱼,1.2346,"['鱼', '魚']","[165, 110, 239]"
讷,讠,0.9383,"['讠', '言']","[164, 106, 115]"
湛,氵,7.3136,"['氺', '水', '氵']","[162, 117, 249]"
旖,方,0.6222,['方'],"[33768, 244]"
萎,艹,5.7185,['艹'],"[164, 238, 236]"
谴,讠,3.0272,"['讠', '言']","[164, 108, 112]"
晔,日,0.3852,['日'],"[162, 247, 242]"
寂,宀,95.3037,['宀'],"[43380, 224]"
闩,门,0.2765,"['門', '门']","[29785, 102]"
酌,酉,2.7901,['酉'],"[165, 227, 234]"
刹,刂,17.6889,"['刂', '刀']","[26344, 117]"
吨,口,5.5605,"['囗', '口']","[28938, 101]"
踩,足,31.2296,['足'],"[164, 116, 102]"
摹,手,0.721,"['扌', '手']","[162, 239, 117]"
匿,匸,5.3086,['匸'],"[44293, 123]"
痩,疒,0.1333,['疒'],"[163, 245, 102]"
腻,月,27.8568,['月'],"[164, 227, 119]"
狞,犬,0.9531,"['犬', '犭']","[45379, 252]"
番,田,62.9778,['田'],"[45911, 103]"
煲,火,18.9531,"['火', '灬']","[163, 227, 110]"
