,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither
481,燎,火,-0.14029708553872267,"('火', '灬')","[163, 229, 236]",3,e7878e,61,"['烦', '炕', '烤', '烟', '煤', '炒', '炮', '烬', '熄', '炼', '烛', '炖', '烘', '烧', '烫', '烩', '炊', '熔', '烙', '炉', '烂', '煅', '熨', '燮', '炷', '炫', '炎', '煲', '煸', '炸', '煊', '燥', '炯', '煽', '炳', '炙', '炽', '煨', '燻', '炆', '烷', '熠', '烊', '烃', '烯']",45,"['醐', '疲', '蛛', '橘', '蝾', '韵', '骨', '瞬', '蹉', '嵌', '矬', '翌', '瞒', '饽', '鹫', '麻', '妯', '妪', '鹜', '澳', '瘠', '梅', '椒', '腿', '痦', '峨', '饶', '鸽', '嗓', '脆', '槟', '橄', '簿', '鬃', '酱', '嘚', '嚷', '葚', '葱', '妞', '糕', '疙', '梯', '濑', '懦', '鳏', '葺', '蘸', '犀', '犄', '妾', '梆', '蒡', '腐', '鲫', '蜗', '葩', '椁', '澎', '榭', '瘾', '瞌', '髻', '鱿', '鹦', '猫', '噌', '瘪', '榷', '糅', '蛐', '莫', '瑰', '痪', '嗄', '骑', '搋', '娣', '鲱', '饱', '藉', '懒', '腭', '酣', '砌', '糯', '矾', '懵', '磋', '鬓', '魇', '鸫', '砖', '崭']",煅,蝾
482,褥,衤,0.06456977064930007,"('衣', '衤')","[164, 97, 98]",3,e8a4a5,13,"['褶', '襁', '褐', '褪', '襟', '褂', '褡', '褴', '褓', '褛']",10,"['悍', '魄', '鲈', '噩', '腻', '垒', '猖', '鸿', '烈', '蟒', '煎', '炎', '嫖', '梆', '醮', '悃', '鱿', '榎', '醍', '薯', '腹', '鱼', '蜻', '熬', '蕉', '踹', '濡', '蓟', '藜', '蚜', '矽', '嗦', '患', '融', '嗤', '麟', '鸸', '醚', '痹', '葡', '醇', '鞠', '鳕', '醒', '嗳', '妃', '澪', '噫', '嚎', '咣', '砧', '瑚', '瘫', '痔', '蛾', '痱', '娟', '脾', '蹰', '瘢', '鲇', '鳟', '悉', '崴', '莓', '蝾', '蹟', '蹴', '婊', '葬', '磕', '妙', '翼', '咋', '橘', '翟', '嗡', '烧', '搭', '燮', '瑞', '憬', '搧', '搬', '砸', '噪', '麒', '瞒', '饶', '榴', '煦', '蚊', '韩', '烫', '嫉', '饮', '蹼', '饴']",褓,蹴
483,垫,土,2.9865552935879243,"('土',)","[161, 252, 104]",3,e59eab,12,"['垄', '垂', '垢', '垒', '垮', '垃', '垦', '垠', '垛', '垩', '垣']",11,"['鸳', '嘴', '梵', '砌', '妖', '躏', '蚱', '鸥', '咦', '婆', '搧', '嚎', '骰', '嘲', '瑶', '献', '褐', '鹞', '瞧', '瓷', '糨', '烯', '痞', '嘬', '搏', '骋', '痨', '蹉', '瓯', '娑', '研', '蛊', '酣', '妞', '鳟', '烬', '蘑', '鹜', '蹰', '翎', '鹧', '蛾', '鸠', '蝴', '噜', '搀', '鳕', '鄂', '莺', '饺', '妮', '簿', '嗔', '咚', '炼', '嗌', '懑', '醛', '螈', '嗦', '梆', '踏', '媲', '蹦', '蜓', '榜', '腮', '娶', '瑕', '醺', '蟒', '梢', '腼', '鸯', '疚', '痫', '砷', '鳏', '蔫', '懒', '鸸', '翱', '鞠', '饲', '鹕', '蜊', '蛔', '梓', '莎', '蜈', '烘', '脚', '螃', '鸽', '嚼', '醐', '嗖', '狐', '腴']",垮,嗦
484,痉,疒,0.46071058233414286,"('疒',)","[163, 245, 231]",3,e79789,61,"['痛', '病', '痕', '瘤', '疲', '瘫', '疯', '疾', '疼', '疡', '疥', '瘪', '痨', '瘦', '痤', '疫', '疝', '痧', '症', '痂', '疚', '痞', '痴', '痰', '瘾', '痦', '瘢', '疗', '痿', '痩', '疙', '痘', '疖', '疮', '痢', '痔', '瘘', '疟', '瘟', '瘴', '痹', '疤', '痒', '瘸', '疱', '瘠', '疵', '痱', '痊', '痣', '疹', '疽', '疸', '瘩', '痫', '瘌', '疳', '痪', '瘁', '痍']",60,"['炊', '妲', '搭', '璀', '蝗', '蜇', '醉', '莲', '鸦', '鹏', '狄', '髌', '鹧', '潭', '矬', '熨', '嘿', '狭', '咦', '蛋', '瞻', '狡', '鳏', '憩', '燮', '瞬', '婚', '研', '骋', '榜', '翼', '崛', '烫', '蔵', '蹊', '炎', '嗜', '瞧', '榎', '崖', '蛭', '妨', '骆', '擢', '橇', '脱', '煤', '煎', '蔗', '嗖', '腼', '鬓', '酒', '磅', '骨', '璜', '娣', '魅', '魇', '骐', '嗯', '酿', '炯', '噜', '螂', '膺', '饕', '嗦', '崎', '薛', '犊', '骼', '鳃', '蜴', '脉', '悼', '蝇', '骥', '嚯', '植', '嗷', '嵌', '椅', '褓', '砂', '悍', '澳', '噬', '榴', '熟', '簸', '腹', '鹦', '鲸', '娑', '垂']",疚,磅
485,疗,疒,4.181767659998649,"('疒',)","[163, 244, 245]",3,e79697,61,"['痛', '病', '痕', '瘤', '疲', '瘫', '疯', '疾', '疼', '疡', '疥', '瘪', '痨', '瘦', '痤', '疫', '疝', '痧', '症', '痂', '疚', '痞', '痴', '痰', '瘾', '痦', '瘢', '痉', '痿', '痩', '疙', '痘', '疖', '疮', '痢', '痔', '瘘', '疟', '瘟', '瘴', '痹', '疤', '痒', '瘸', '疱', '瘠', '疵', '痱', '痊', '痣', '疹', '疽', '疸', '瘩', '痫', '瘌', '疳', '痪', '瘁', '痍']",60,"['鏖', '蛹', '褒', '煸', '骑', '橘', '薇', '蓉', '糠', '械', '瞎', '嗨', '韬', '蛐', '糟', '藜', '蟠', '韵', '蜮', '蝶', '翟', '犀', '燃', '瞅', '鸿', '瞬', '莅', '咱', '梏', '悉', '嫌', '蔽', '炮', '膝', '樵', '烧', '螺', '蜈', '槐', '娜', '髦', '蔓', '咋', '蜢', '熔', '嘞', '餐', '婉', '咄', '烛', '蚪', '槟', '糕', '醮', '悖', '骁', '褥', '炷', '妓', '樱', '蒋', '横', '瑟', '糊', '矣', '鸵', '妨', '娑', '鹃', '骸', '傍', '褡', '藓', '瑭', '麸', '蚍', '妍', '蟆', '嗯', '骋', '髋', '鹏', '炫', '融', '婿', '鱼', '脑', '鲟', '膨', '醋', '鹚', '咛', '膏', '嚎', '腆']",痛,脑
486,瞬,目,4.119619119271082,"('目',)","[163, 252, 105]",3,e79eac,19,"['瞎', '瞳', '瞩', '瞿', '瞅', '瞒', '瞪', '瞟', '瞥', '瞌', '瞧', '瞻', '瞄', '瞠', '矗', '瞑', '矍', '瞰']",18,"['膜', '鲈', '踉', '蚜', '麸', '蕴', '疳', '鹚', '糍', '噢', '崭', '膛', '澈', '狱', '悦', '崴', '榜', '璀', '砷', '痣', '蜴', '咽', '饮', '噬', '搔', '梓', '嚎', '炸', '鲭', '咯', '椰', '蛋', '饺', '蹰', '嘚', '炖', '嗽', '醉', '膊', '踞', '蛰', '蜂', '狭', '莓', '鹭', '嘹', '煽', '骼', '煮', '蜢', '械', '脉', '魁', '猜', '蚀', '嗑', '藿', '骡', '嫌', '妄', '煎', '脔', '榆', '瑕', '韧', '蝙', '饥', '狄', '蜿', '襟', '嘶', '燮', '鲑', '蝇', '痕', '椁', '鼠', '鳅', '憋', '悃', '梁', '蹼', '鲁', '擅', '饰', '藕', '烤', '噙', '槃', '婿', '搅', '璐', '鹂', '檐', '砭', '嘘', '疤', '榭', '懵']",瞥,嘚
487,椅,木,3.328669698655072,"('木',)","[162, 97, 227]",3,e6a485,65,"['梦', '橘', '橡', '椿', '横', '榴', '榛', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梓', '梅', '樟', '樽', '榨', '梗', '椰', '樊', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檬', '檐', '榷', '梆', '榭', '榉']",64,"['蔽', '糜', '蒡', '犯', '熬', '葱', '褶', '韩', '嗝', '咔', '鲡', '糟', '蜘', '莎', '妲', '莲', '薰', '噩', '翔', '蓑', '咨', '蠕', '蹙', '猡', '婴', '擦', '鳌', '鲣', '鲁', '蔻', '蔑', '蝈', '蝌', '嗔', '鸭', '儆', '腻', '瞑', '献', '烙', '莞', '妈', '婆', '憨', '踝', '煊', '妖', '瞄', '蚓', '磅', '瑕', '糯', '峰', '鹦', '瑟', '痕', '媚', '嘿', '褒', '痱', '疖', '蓦', '韵', '瞅', '狸', '髑', '蛇', '猖', '翱', '躯', '磐', '煎', '磺', '脱', '妹', '鳖', '猴', '酪', '婿', '妳', '咎', '慨', '燮', '董', '蕉', '猕', '痧', '嚣', '蹰', '褪', '疲', '醺', '蜿', '鹊', '懈', '瘩', '莨']",榭,鳌
488,妩,女,1.175418996907875,"('女',)","[161, 99, 102]",3,e5a6a9,69,"['嫌', '娱', '娇', '婚', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '妄', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '娜', '婪']",68,"['峡', '鸽', '腔', '痢', '翔', '咳', '濒', '瓦', '蛤', '蓟', '嘟', '蚓', '痪', '骆', '瞻', '嗝', '褒', '梅', '痰', '蚂', '鲣', '翱', '悴', '矽', '嚯', '藓', '砧', '烧', '蝾', '薛', '犊', '酬', '蜊', '莉', '噼', '搏', '慑', '瞳', '脉', '鼠', '骑', '崽', '犀', '蹑', '饕', '噪', '蛙', '咣', '咯', '醒', '崩', '蓝', '磨', '饷', '鹏', '蚶', '擅', '鲈', '瞬', '蜴', '猪', '痞', '蹲', '踯', '痨', '酥', '患', '悄', '脯', '蛎', '狲', '蒙', '腰', '骶', '膀', '搅', '蹋', '膛', '鳞', '独', '噘', '麒', '藕', '懑', '慨', '蓄', '踏', '煽', '樘', '蝶', '植', '蓬', '鲶']",婊,蹲
489,慢,忄,5.097605336898306,"('心', '忄')","[162, 227, 95]",3,e685a2,39,"['懊', '慑', '悔', '懒', '懵', '憎', '憾', '悖', '懂', '悯', '悄', '悍', '憧', '悦', '懦', '慎', '悼', '悴', '慷', '悟', '懈', '悃', '慨', '憔', '慵', '悸', '憬', '懑']",28,"['鸬', '鹤', '蜮', '鹈', '烘', '傀', '蹭', '蝴', '榻', '襟', '烈', '蟆', '狰', '嫩', '翠', '嵌', '痣', '搞', '鳕', '骋', '蜉', '翻', '鳃', '献', '骝', '烯', '痿', '械', '熙', '蔵', '踊', '蚣', '璃', '蘸', '蚍', '腐', '鸟', '腼', '嗳', '瓯', '瓜', '矗', '嵩', '蹟', '犟', '搀', '榷', '熄', '嘹', '狭', '蓦', '蒡', '蝙', '瀣', '麻', '瞧', '嚼', '橇', '鞠', '咽', '燮', '蚊', '炙', '酋', '矫', '鞭', '莅', '痰', '矢', '傧', '薇', '峦', '瑭', '髌', '醐', '傲', '磁', '烩', '煊', '猾', '蓖', '醍', '榕', '咲', '咸', '莓', '膜', '熏', '嘤', '澎', '葡', '蟹', '瘦', '踹', '蜈', '犸', '嘘']",慵,痣
490,崽,山,1.9469667335304377,"('山',)","[161, 112, 121]",3,e5b4bd,20,"['峡', '崩', '嵌', '峙', '崎', '嵩', '崇', '崔', '峨', '崭', '崛', '峰', '崴', '峭', '嶙', '崖', '峦', '嶂', '峋']",19,"['鲇', '瘤', '梢', '嚣', '酿', '榄', '嗑', '莞', '酗', '嚄', '蝇', '糯', '狡', '樽', '嫖', '搀', '犯', '痞', '腴', '鸶', '莽', '嫉', '髅', '噫', '嗲', '嗨', '蛰', '噔', '糙', '鲥', '鲲', '蝣', '簧', '翰', '嘶', '鸯', '鞑', '璞', '鲱', '澄', '嗽', '鲁', '醐', '慰', '疵', '蹊', '蹑', '炳', '瓷', '鸣', '蚝', '鱿', '褛', '鬼', '蜷', '瘸', '砺', '炫', '脊', '酱', '慈', '痹', '媲', '咖', '鱼', '骄', '蜮', '犹', '蔻', '炕', '梧', '脑', '澪', '醒', '炼', '螅', '著', '垫', '韬', '烃', '翻', '蜓', '潍', '噩', '腹', '痦', '煤', '咸', '瑚', '槛', '踉', '儆', '蝙', '蹶', '鳖', '蔷', '韵', '猝', '炎']",峭,樽
491,炎,火,3.754344108757447,"('火', '灬')","[163, 224, 236]",3,e7828e,61,"['烦', '炕', '烤', '烟', '煤', '炒', '炮', '烬', '熄', '炼', '烛', '炖', '烘', '烧', '烫', '烩', '炊', '熔', '烙', '炉', '烂', '煅', '熨', '燮', '炷', '炫', '燎', '煲', '煸', '炸', '煊', '燥', '炯', '煽', '炳', '炙', '炽', '煨', '燻', '炆', '烷', '熠', '烊', '烃', '烯']",45,"['嗨', '骐', '鲛', '峡', '瘘', '疡', '携', '樊', '婉', '瀣', '瓢', '鸡', '婊', '疾', '狩', '鹜', '狭', '媛', '憾', '蜍', '脂', '蹴', '澎', '懂', '蹼', '嫉', '骆', '猥', '磕', '嗅', '蚀', '疼', '蜘', '榕', '咂', '褴', '蚯', '螈', '症', '骼', '嚏', '嘉', '鳝', '鸯', '慈', '鹈', '螳', '慑', '嗬', '病', '躬', '痩', '鲤', '腿', '痧', '蜻', '疽', '垄', '饺', '垣', '垩', '魔', '鼾', '蝉', '螃', '嶂', '韵', '鲸', '矽', '瓣', '潞', '莓', '藐', '痢', '嘤', '鹭', '榜', '婢', '蛎', '樵', '磅', '蛀', '痹', '鼠', '麝', '嗄', '矛', '槁', '莲', '搭', '猪', '嗝', '蜉', '悖', '褪']",煽,躬
492,蝉,虫,4.019425235368129,"('虫',)","[164, 251, 231]",3,e89d89,89,"['螺', '蛰', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '蟋', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蝠', '蛭', '蜃']",88,"['懵', '煲', '魁', '婪', '峙', '嗒', '嘚', '咛', '鲤', '鸵', '瞟', '梏', '娘', '煦', '咯', '瓯', '鳗', '瑭', '猬', '膝', '崭', '疖', '蓝', '瀣', '磅', '嚄', '橇', '璐', '澳', '瓣', '婀', '疮', '翟', '脚', '烫', '疫', '慵', '婊', '嫔', '痒', '鲫', '煞', '榈', '瓜', '矮', '矢', '澜', '砒', '械', '腱', '悯', '砷', '妹', '蓑', '潞', '鳄', '矜', '鳞', '腾', '蹲', '鲨', '脍', '犬', '糠', '咬', '梢', '嗳', '痘', '蓬', '峦', '痿', '梦', '砺', '脉', '妨', '婆', '狒', '鸸', '鬓', '蕨', '鳟', '翩', '妩', '膊', '犯', '醚', '鲲', '犷', '鹉', '梆', '魔', '鲍', '翻', '褥', '妍', '蔗']",蜚,狒
493,鹰,鸟,3.300853889299313,"('鳥', '鸟')","[165, 117, 108]",3,e9b9b0,41,"['鸿', '鸽', '鸡', '鸾', '鸦', '鹭', '鸣', '鹅', '鹞', '鸟', '鸭', '鹊', '鹈', '鹌', '鹏', '鸳', '鸬', '鸠', '鸵', '鸥', '鹦', '鹳', '鹧', '鹤', '鸸', '鸢', '鸫', '鸨', '鸶', '鹂', '鹑', '鹫', '鸯', '鹚', '鹃', '鹕', '鹉', '鸪', '鹋', '鹜']",40,"['嘞', '矣', '蜗', '躺', '髻', '簇', '砰', '腊', '嗦', '嗄', '咄', '疏', '嚷', '炫', '蚀', '狮', '鼠', '橱', '磁', '榷', '膊', '璐', '嫖', '鞠', '饴', '疙', '峋', '咽', '瘦', '噫', '蕉', '悸', '擒', '疱', '娼', '嬉', '鼹', '樘', '蝙', '鉴', '噘', '矩', '蔓', '螅', '藻', '垫', '梢', '嚓', '悼', '儡', '蝇', '蚁', '獭', '蹴', '翟', '咨', '咿', '嗓', '椒', '槌', '醒', '腿', '噗', '褒', '梗', '矜', '踪', '椰', '潢', '鳞', '矾', '媒', '搓', '嗯', '嚣', '蓦', '咯', '痊', '鬼', '妓', '蛊', '蹭', '猫', '膏', '疳', '骶', '垩', '蚕', '妮', '煅', '嶙', '蝈', '咋', '傲', '憾', '梯', '韦']",鹫,饴
494,骰,骨,5.582363336383721,"('骨',)","[165, 103, 108]",3,e9aab0,11,"['骨', '骸', '髌', '骶', '髋', '骷', '髑', '髓', '骼', '髅']",10,"['蝎', '骜', '餐', '蒜', '咀', '蠢', '献', '妥', '瑙', '踪', '翡', '疯', '痛', '煨', '檐', '猥', '鹫', '瘫', '蜕', '犸', '砺', '饕', '濑', '慵', '妃', '蝾', '莴', '蔼', '嫂', '患', '矫', '踊', '腭', '蛆', '蚜', '翼', '横', '狭', '狡', '炼', '搪', '鲱', '踵', '槁', '麓', '砹', '蓦', '脂', '璀', '樱', '妊', '犯', '疸', '脚', '崔', '瑟', '麝', '醉', '莲', '搂', '憎', '憧', '梯', '躅', '躺', '翁', '瘩', '砚', '咖', '藕', '磨', '橱', '榻', '咐', '咳', '傍', '妒', '鹜', '疖', '翟', '脉', '嗬', '酋', '薰', '魏', '骚', '蜥', '醍', '疗', '狐', '瘠', '糟', '噫', '傅', '嗡', '酩', '魇', '狸']",髅,慵
495,痿,疒,0.21865348604134485,"('疒',)","[163, 245, 123]",3,e797bf,61,"['痛', '病', '痕', '瘤', '疲', '瘫', '疯', '疾', '疼', '疡', '疥', '瘪', '痨', '瘦', '痤', '疫', '疝', '痧', '症', '痂', '疚', '痞', '痴', '痰', '瘾', '痦', '瘢', '痉', '疗', '痩', '疙', '痘', '疖', '疮', '痢', '痔', '瘘', '疟', '瘟', '瘴', '痹', '疤', '痒', '瘸', '疱', '瘠', '疵', '痱', '痊', '痣', '疹', '疽', '疸', '瘩', '痫', '瘌', '疳', '痪', '瘁', '痍']",60,"['峙', '蓝', '饱', '噘', '搏', '噱', '鸦', '熊', '傀', '鳄', '垦', '螈', '瓶', '蜷', '蚜', '妩', '蹴', '妊', '榆', '狠', '烯', '烦', '鸸', '醍', '莞', '猫', '鹅', '濑', '腚', '妓', '蚁', '饲', '猾', '磁', '搞', '韦', '踹', '烤', '咤', '熬', '蓬', '搋', '醐', '鲶', '煨', '猩', '咀', '莴', '犄', '噪', '鲨', '垢', '咚', '橙', '蝣', '糖', '蜒', '褓', '簸', '簿', '蓦', '鬓', '鲡', '砂', '瓷', '蒸', '骄', '咻', '热', '炽', '瞒', '咙', '椰', '磋', '患', '潞', '鲛', '襁', '脐', '嵩', '饭', '鉴', '莱', '蝶', '醉', '犊', '椒', '蔚', '蒡', '婊', '炷', '咧']",痣,妩
496,瑭,王,-2.8251459729784574,"('王', '玉')","[163, 239, 255]",3,e791ad,15,"['瑟', '瑕', '璐', '璜', '瑶', '瑰', '璀', '璞', '瑞', '璃', '璨', '瑚', '瑙']",13,"['峙', '酒', '妪', '咽', '瘫', '踏', '醮', '髓', '疚', '饮', '噢', '膈', '蝗', '蒲', '犸', '痹', '躇', '瞎', '鲛', '炖', '鞠', '狼', '婊', '蚪', '瘠', '藓', '腿', '鳃', '膊', '蛹', '娌', '腼', '猪', '垦', '酷', '疯', '藉', '褛', '儡', '鲁', '嘻', '梵', '蛋', '疲', '糗', '嗔', '蕾', '瞟', '煎', '鹏', '髑', '脱', '蔓', '潜', '煊', '煸', '婉', '蝎', '猩', '酣', '猬', '憎', '榈', '鬼', '榜', '妒', '砣', '娼', '蝇', '矜', '蜿', '搓', '症', '蓟', '踹', '懑', '妹', '狒', '植', '犬', '疱', '垠', '犷', '煅', '襄', '鲟', '嗣', '褴', '鹰', '蹩', '疾', '慰', '酝', '橄', '娱', '榎', '病', '鹿', '嶙']",瑰,瞎
497,鸭,鸟,4.0842521379408065,"('鳥', '鸟')","[165, 116, 255]",3,e9b8ad,41,"['鸿', '鸽', '鸡', '鸾', '鸦', '鹭', '鸣', '鹅', '鹞', '鸟', '鹰', '鹊', '鹈', '鹌', '鹏', '鸳', '鸬', '鸠', '鸵', '鸥', '鹦', '鹳', '鹧', '鹤', '鸸', '鸢', '鸫', '鸨', '鸶', '鹂', '鹑', '鹫', '鸯', '鹚', '鹃', '鹕', '鹉', '鸪', '鹋', '鹜']",40,"['糟', '猿', '搭', '瘠', '梭', '獭', '犹', '瞌', '咂', '髅', '烊', '醉', '藻', '蛊', '躅', '翔', '藉', '翁', '樊', '蹈', '醺', '潮', '砖', '瘴', '猎', '骤', '妪', '婀', '悟', '猕', '砰', '鱼', '痫', '蛹', '瑟', '腼', '梁', '嗷', '骏', '狂', '嘴', '猛', '腋', '短', '瀚', '鲲', '梳', '澳', '蘸', '咄', '骚', '矢', '鲍', '蚓', '烦', '妃', '鼾', '璨', '翟', '鳃', '嗖', '腹', '踝', '蹙', '狰', '炙', '蒂', '儒', '燕', '矍', '疡', '腰', '褂', '峋', '蛀', '炷', '蹿', '搂', '瞩', '蔓', '蓑', '儡', '疸', '鬼', '献', '嘿', '蛾', '脓', '蝈', '璐', '垮', '椽', '犟', '犄', '瓦', '醛', '薰']",鸢,蝈
498,榨,木,2.0744918119539224,"('木',)","[162, 99, 101]",3,e6a6a8,65,"['梦', '橘', '橡', '椿', '横', '榴', '榛', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梓', '梅', '樟', '樽', '椅', '梗', '椰', '樊', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檬', '檐', '榷', '梆', '榭', '榉']",64,"['熔', '噌', '饥', '蓓', '嗲', '蔻', '鹕', '痧', '悸', '螺', '蛔', '鳃', '咩', '蜂', '著', '矽', '烊', '鹚', '嗝', '嫉', '腻', '蔽', '狰', '鳍', '鲥', '炷', '妊', '傻', '蜜', '蛤', '蛎', '螃', '翡', '襄', '煞', '砥', '骤', '蜕', '娼', '蔫', '娥', '藻', '簿', '醉', '璨', '狈', '蜉', '咏', '痍', '蜿', '蓑', '簪', '糕', '烹', '鲱', '鸳', '咱', '蟑', '蛊', '咣', '瓢', '瑞', '猢', '脍', '猖', '咔', '嫂', '磨', '鞘', '崭', '咒', '嘱', '瞿', '狼', '妳', '献', '嗳', '蓬', '瞩', '褴', '韬', '腺', '烙', '螂', '痂', '髅', '薪', '犀', '鹭', '嗖', '噻', '骥', '痔', '蛟', '猎', '酋']",椴,猢
499,酗,酉,1.1708399226649904,"('酉',)","[165, 227, 245]",3,e98597,28,"['酸', '醋', '酵', '酒', '醒', '酥', '醉', '酬', '酱', '醮', '酋', '酣', '醇', '酿', '酶', '醛', '酷', '酩', '酝', '酯', '醍', '酚', '酪', '酮', '醚', '醺', '醐']",27,"['螺', '峙', '踵', '梗', '蜂', '薰', '榜', '鸸', '饕', '悯', '翔', '蹈', '獠', '燎', '搅', '魂', '薄', '傍', '膳', '咩', '疵', '砰', '腱', '猩', '瓷', '疙', '疱', '痰', '蕉', '槃', '煦', '蔡', '烟', '骁', '鏖', '憬', '妞', '鸢', '鹉', '妄', '蹼', '痴', '烩', '褂', '憾', '鱼', '瘾', '婪', '葬', '饺', '痫', '嫖', '藜', '腕', '韵', '垂', '痂', '蔗', '妒', '砺', '瞄', '糊', '鹜', '蕨', '烂', '婚', '噔', '鲱', '煞', '熨', '韶', '蓦', '擢', '橄', '娄', '炽', '瑟', '葡', '莹', '悸', '婶', '踏', '饵', '懵', '鹌', '瞧', '腻', '榔', '噙', '悦', '蝇', '榆', '蚁', '猖', '悖', '嚯', '蟀']",酒,婚
500,咿,口,0.8692829782668139,"('囗', '口')","[161, 240, 123]",3,e592bf,100,"['咆', '嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['薪', '蛔', '糜', '煞', '鲥', '嬗', '疝', '簇', '蚀', '蜒', '悍', '躯', '椭', '腿', '髅', '痪', '麒', '鸽', '藿', '醛', '搧', '膺', '熔', '梁', '慵', '饱', '饨', '莉', '脖', '韶', '梢', '蛊', '瞧', '融', '踝', '踊', '烙', '瞩', '葆', '餮', '傲', '蕴', '蚪', '梳', '鲤', '踉', '藜', '蔽', '鳄', '腑', '砚', '璞', '翻', '炖', '婴', '瘁', '翡', '槽', '犸', '矗', '梗', '搏', '娆', '澡', '瀣', '狞', '烟', '痂', '瞄', '骰', '膘', '煲', '猾', '狠', '瘌', '鞍', '鲈', '矿', '榈', '磋', '悉', '鹊', '嵌', '瀚', '椒', '腴', '骨']",咤,椭
501,饵,饣,1.0591782194227026,"('飠', '饣', '食')","[165, 98, 113]",3,e9a5b5,19,"['饱', '饮', '饥', '饭', '饶', '饯', '饼', '饲', '饴', '饰', '饺', '饽', '饪', '饷', '饨']",15,"['醉', '腱', '疽', '踝', '糨', '搐', '横', '潢', '妃', '褓', '脍', '携', '蒋', '潞', '鳝', '痪', '瞧', '腊', '嚏', '痊', '橙', '噱', '狐', '腥', '烷', '翘', '蕉', '咫', '崩', '鸪', '砰', '鲑', '蔗', '瑞', '蓝', '烧', '莉', '咬', '璨', '煨', '熔', '嚣', '娥', '煽', '娘', '娣', '嫌', '膺', '髌', '矛', '藻', '蹭', '榈', '鼹', '燮', '槁', '椿', '咏', '膘', '噗', '瘴', '蹊', '蔷', '翻', '蹰', '炙', '髋', '骚', '躇', '糁', '咿', '痩', '酯', '娑', '疸', '鹅', '煮', '嘉', '蝶', '嘹', '媲', '麒', '嘟', '骗', '蚱', '砒', '犯', '椅', '懊', '熙', '鬓', '垢', '嗳', '烟', '嫂', '韶', '狙', '噫', '腹']",饷,砒
