,Unnamed: 0,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither,Groups
248,248,给,纟,7.798842165608772,"('糸', '纟')",[90112],1,e7bb99,13,"['组', '编', '经', '结', '约', '统', '线', '级', '络']",9,"['雅', '安', '阳', '增', '加', '束', '简', '到', '求', '场', '道', '版', '算', '过', '好', '政', '载', '去', '单', '达', '十', '表', '启', '队', '近', '持', '证', '提', '集', '换', '亿', '们', '则', '三', '个', '人', '当', '城', '车', '址', '同', '送', '布', '不', '然', '目', '部', '备', '子', '期', '功', '字', '及', '选', '装', '销', '来', '游', '该', '利', '码', '微', '需', '地', '记', '实', '费', '询', '推', '径', '也', '体', '器', '天', '法', '例', '易', '员', '族', '度', '口', '水', '止', '话', '年', '引', '始', '接', '信', '品', '供', '条', '影', '先', '次', '哈']",结,选,"['统', '经', '级']"
249,249,专,一,5.530702086428181,"('一',)",[96511],1,e4b893,11,"['业', '不', '上', '一', '三', '下', '万', '东', '与', '两']",10,"['张', '员', '效', '证', '串', '指', '合', '尔', '待', '介', '优', '第', '需', '解', '这', '汽', '记', '但', '复', '十', '码', '编', '型', '程', '次', '也', '中', '间', '费', '设', '议', '享', '机', '雷', '并', '四', '找', '影', '清', '例', '务', '笑', '排', '通', '利', '企', '密', '述', '及', '星', '义', '送', '二', '保', '多', '此', '使', '签', '工', '点', '量', '周', '频', '画', '等', '于', '社', '界', '模', '简', '学', '检', '报', '在', '功', '节', '听', '更', '达', '科', '考', '入', '认', '大', '造', '平', '钮', '命', '亿', '败', '见', '表', '论', '详', '意', '反', '转', '持', '年']",下,年,"['业', '万', '三']"
250,250,全,入,6.849707540398375,"('入',)",[37087],1,e585a8,2,['入'],1,"['索', '常', '向', '英', '购', '找', '子', '键', '五', '下', '次', '张', '好', '企', '记', '机', '辑', '复', '态', '容', '局', '球', '软', '景', '还', '析', '思', '语', '考', '能', '海', '使', '视', '议', '排', '真', '感', '取', '导', '增', '你', '今', '据', '雷', '该', '书', '余', '达', '消', '同', '中', '从', '社', '本', '元', '周', '果', '大', '板', '木', '京', '右', '解', '基', '期', '断', '陆', '笑', '四', '多', '供', '误', '止', '构', '此', '签', '结', '尔', '款', '发', '参', '县', '二', '及', '规', '将', '游', '件', '限', '速', '雅', '址', '力', '说', '代', '门', '反', '开', '稍', '步']",入,常,
251,251,断,斤,5.623312925898969,"('斤',)",[64889],1,e696ad,2,['新'],1,"['分', '外', '息', '完', '品', '试', '常', '大', '版', '为', '指', '治', '广', '球', '张', '据', '闭', '购', '要', '介', '接', '标', '真', '政', '更', '动', '按', '议', '好', '体', '阳', '填', '然', '则', '也', '易', '天', '频', '这', '源', '取', '女', '考', '站', '间', '日', '江', '达', '与', '个', '一', '岁', '秒', '他', '端', '异', '期', '超', '收', '台', '月', '种', '使', '系', '束', '功', '信', '止', '构', '报', '告', '码', '藏', '预', '连', '头', '些', '社', '您', '化', '整', '列', '别', '交', '注', '余', '否', '值', '停', '历', '结', '同', '先', '号', '账', '力', '样', '哈', '情', '记']",新,也,
252,252,位,亻,6.623760267625648,"('人', '亻')",[25129],1,e4bd8d,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['店', '下', '右', '必', '案', '节', '端', '算', '西', '费', '头', '公', '宋', '规', '放', '退', '步', '两', '此', '场', '连', '南', '能', '箱', '述', '排', '现', '没', '华', '所', '为', '审', '取', '回', '心', '入', '然', '统', '题', '者', '购', '序', '始', '或', '该', '找', '周', '第', '客', '送', '认', '您', '计', '设', '影', '检', '待', '由', '调', '拉', '级', '广', '海', '复', '链', '字', '核', '历', '持', '年', '上', '要', '岁', '先', '邮', '制', '应', '报', '北', '及', '填', '果', '源', '名', '串', '服', '确', '主', '击', '初', '外']",值,确,"['亿', '但', '他']"
253,253,约,纟,5.586017938828695,"('糸', '纟')",[95337],1,e7baa6,13,"['组', '编', '经', '结', '给', '统', '线', '级', '络']",9,"['击', '样', '介', '启', '软', '开', '共', '引', '像', '次', '字', '限', '山', '该', '序', '员', '未', '评', '东', '必', '为', '程', '户', '秒', '土', '构', '午', '最', '体', '目', '族', '今', '治', '接', '装', '思', '表', '一', '稿', '友', '存', '义', '市', '力', '事', '货', '片', '输', '保', '造', '束', '业', '都', '不', '定', '使', '企', '达', '宋', '局', '导', '例', '男', '但', '额', '加', '角', '载', '车', '试', '效', '息', '移', '复', '三', '场', '取', '周', '五', '球', '检', '议', '出', '调', '二', '哈', '析', '发', '元', '明', '余', '去', '右', '于', '品']",级,品,"['给', '组', '结']"
254,254,日,日,7.385638284252472,"('日',)",[9080],1,e697a5,7,"['时', '明', '星', '景', '易', '是']",6,"['产', '中', '件', '化', '引', '站', '程', '雷', '周', '务', '例', '南', '型', '西', '量', '则', '义', '具', '没', '一', '超', '解', '确', '和', '核', '稿', '试', '索', '额', '含', '端', '土', '修', '北', '误', '藏', '记', '接', '存', '止', '播', '货', '界', '来', '址', '所', '优', '节', '拉', '当', '有', '速', '海', '约', '或', '们', '供', '束', '号', '简', '您', '全', '库', '今', '导', '密', '年', '治', '十', '等', '家', '格', '推', '消', '别', '使', '议', '米', '经', '复', '万', '再', '他', '代', '京', '思', '章', '得', '集', '转', '模', '选', '入', '检', '报', '右', '余']",星,十,"['明', '景', '是']"
255,255,山,山,6.249813066947616,"('山',)",[58911],1,e5b1b1,2,['岁'],1,"['端', '少', '院', '节', '简', '具', '别', '复', '播', '题', '只', '界', '第', '海', '余', '新', '断', '息', '放', '素', '平', '变', '里', '给', '直', '头', '当', '算', '传', '份', '周', '能', '失', '形', '处', '企', '雅', '陆', '作', '上', '西', '额', '密', '页', '心', '水', '标', '治', '年', '到', '英', '司', '义', '编', '账', '务', '字', '未', '前', '最', '可', '称', '报', '理', '优', '通', '回', '络', '评', '考', '客', '取', '费', '告', '投', '主', '存', '此', '选', '按', '型', '待', '店', '图', '族', '实', '货', '箱', '及', '击', '接', '购', '始', '我', '女', '和', '票', '没', '尔']",岁,端,
256,256,示,示,5.272075028753637,"('礻', '示')",[20379],1,e7a4ba,4,['票'],1,"['必', '命', '了', '开', '标', '理', '出', '息', '都', '简', '之', '画', '速', '邮', '频', '安', '态', '题', '改', '端', '或', '日', '类', '年', '相', '读', '管', '去', '只', '果', '水', '重', '更', '字', '投', '力', '业', '败', '索', '中', '个', '请', '记', '户', '线', '序', '组', '您', '问', '误', '么', '同', '信', '雷', '尔', '预', '对', '码', '些', '新', '外', '级', '格', '法', '增', '设', '证', '省', '种', '过', '参', '局', '修', '书', '播', '装', '形', '共', '上', '反', '回', '队', '定', '万', '技', '源', '供', '张', '展', '不', '动', '告', '向', '家', '话', '价', '审', '五', '调']",票,速,
257,257,量,里,6.101182256395627,"('里',)",[33857],1,e9878f,3,"['重', '里']",2,"['左', '是', '连', '运', '否', '五', '板', '则', '完', '省', '球', '线', '内', '下', '信', '男', '回', '老', '视', '户', '所', '最', '当', '现', '条', '位', '码', '经', '元', '限', '复', '检', '及', '达', '单', '私', '近', '考', '员', '责', '影', '改', '中', '秒', '县', '不', '找', '水', '组', '角', '份', '北', '立', '失', '电', '述', '始', '该', '阳', '他', '之', '别', '库', '专', '主', '约', '个', '景', '形', '格', '市', '共', '指', '人', '号', '期', '移', '据', '真', '相', '对', '界', '定', '传', '间', '安', '少', '除', '版', '换', '明', '误', '资', '治', '实', '息', '平', '前', '英', '径']",里,真,
258,258,具,八,5.290135990171921,"('丷', '八')",[77913],1,e585b7,5,"['共', '公', '其']",3,"['资', '消', '技', '稿', '经', '近', '编', '会', '重', '通', '岁', '统', '车', '反', '详', '来', '站', '介', '场', '运', '次', '指', '政', '是', '束', '司', '播', '见', '雷', '友', '法', '番', '所', '队', '连', '后', '得', '男', '县', '广', '没', '影', '这', '钟', '则', '供', '报', '里', '利', '能', '基', '输', '月', '费', '学', '由', '立', '个', '员', '正', '签', '心', '道', '性', '族', '听', '链', '尔', '换', '环', '角', '频', '电', '与', '送', '主', '理', '再', '必', '工', '并', '从', '倍', '何', '开', '止', '格', '符', '还', '集', '雅', '机', '专', '到', '型', '传', '以', '付', '未', '度']",共,则,
259,259,语,讠,6.235097940512577,"('讠', '言')",[73981],1,e8afad,20,"['话', '评', '认', '议', '请', '调', '说', '试', '证', '记', '设', '论', '该', '计', '读', '详', '误', '询']",18,"['版', '能', '秒', '序', '连', '月', '界', '表', '税', '成', '串', '总', '分', '原', '但', '保', '称', '管', '张', '件', '止', '局', '码', '为', '数', '此', '钮', '例', '主', '编', '期', '类', '组', '见', '他', '水', '核', '增', '样', '度', '额', '子', '专', '确', '频', '整', '完', '更', '五', '同', '要', '汽', '义', '问', '这', '族', '环', '图', '先', '只', '示', '宋', '基', '排', '直', '闭', '模', '型', '需', '女', '速', '不', '门', '册', '给', '户', '通', '二', '密', '址', '情', '两', '最', '形', '格', '找', '三', '货', '周', '务', '法', '明', '十', '及', '画', '键', '英']",试,见,"['议', '说', '误']"
260,260,确,石,5.673925491296418,"('石',)",[35056],1,e7a1ae,2,['码'],1,"['后', '少', '权', '您', '则', '目', '哈', '英', '束', '岁', '思', '还', '西', '这', '城', '种', '位', '国', '符', '先', '设', '推', '找', '五', '专', '一', '等', '明', '错', '载', '其', '服', '款', '务', '在', '任', '雅', '多', '些', '最', '私', '邮', '市', '步', '责', '余', '产', '队', '江', '费', '外', '道', '审', '钟', '起', '论', '量', '本', '否', '定', '男', '并', '性', '例', '总', '对', '中', '频', '同', '名', '样', '车', '制', '钮', '误', '情', '历', '动', '转', '导', '台', '交', '志', '注', '请', '络', '陆', '员', '件', '统', '税', '核', '周', '亿', '及', '么', '回', '第']",码,款,
261,261,例,亻,3.928478862059365,"('人', '亻')",[27452],1,e4be8b,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['正', '年', '间', '车', '径', '画', '给', '入', '都', '二', '科', '去', '案', '享', '球', '还', '家', '量', '客', '换', '内', '箱', '张', '理', '未', '此', '道', '思', '名', '证', '络', '影', '华', '成', '变', '学', '英', '西', '管', '级', '好', '记', '哈', '组', '排', '治', '个', '男', '等', '选', '败', '中', '国', '院', '笑', '易', '表', '志', '提', '软', '更', '安', '心', '点', '数', '导', '源', '角', '最', '近', '大', '求', '整', '户', '藏', '播', '题', '见', '指', '周', '东', '退', '动', '私', '录', '接', '开', '页', '老', '秒']",亿,络,"['份', '他', '作']"
262,262,何,亻,6.391433076667735,"('人', '亻')",[99849],1,e4bd95,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['功', '含', '板', '哈', '主', '等', '情', '计', '断', '义', '库', '向', '更', '询', '展', '额', '正', '反', '资', '查', '推', '时', '转', '商', '当', '量', '调', '我', '头', '天', '友', '算', '检', '易', '送', '思', '待', '构', '第', '说', '辑', '语', '雷', '角', '求', '为', '站', '节', '工', '种', '货', '山', '只', '参', '广', '流', '里', '误', '程', '详', '表', '三', '果', '新', '开', '上', '类', '交', '游', '导', '男', '经', '格', '志', '机', '论', '之', '真', '据', '清', '失', '报', '装', '重', '少', '活', '和', '过', '户', '现', '子']",们,天,"['使', '件', '值']"
263,263,连,辶,6.158327651997211,"('辶',)",[56026],1,e8bf9e,16,"['通', '近', '道', '过', '这', '退', '选', '还', '运', '进', '送', '造', '述', '速', '达']",15,"['台', '优', '标', '公', '除', '尔', '易', '从', '最', '多', '保', '同', '活', '理', '性', '午', '北', '款', '形', '力', '系', '立', '本', '十', '真', '工', '司', '待', '次', '回', '发', '江', '部', '报', '口', '球', '方', '二', '集', '必', '项', '到', '构', '止', '将', '入', '编', '老', '制', '推', '县', '信', '息', '反', '倍', '海', '号', '国', '店', '排', '科', '日', '实', '化', '购', '请', '计', '商', '向', '等', '事', '队', '全', '语', '户', '数', '密', '我', '视', '土', '周', '站', '米', '陆', '闭', '元', '家', '张', '会', '换', '型', '听', '然', '版', '您', '由', '持', '星', '私']",运,店,"['选', '速', '还']"
264,264,产,亠,5.328379440185537,"('亠',)",[52332],1,e4baa7,4,"['京', '交', '享']",3,"['相', '元', '性', '作', '力', '结', '进', '称', '税', '户', '条', '增', '义', '男', '人', '确', '秒', '志', '去', '务', '景', '评', '转', '说', '点', '线', '重', '换', '必', '传', '稿', '我', '张', '车', '工', '票', '该', '种', '图', '审', '海', '箱', '述', '详', '素', '要', '哈', '市', '五', '求', '话', '复', '待', '退', '英', '内', '规', '何', '心', '编', '号', '提', '外', '活', '取', '了', '得', '先', '引', '索', '还', '加', '月', '效', '思', '址', '断', '未', '基', '造', '向', '情', '当', '程', '调', '败', '启', '利', '具', '因', '任', '四', '项', '示', '江', '反', '例', '整']",交,英,
265,265,简,⺮,5.520729850697756,"('⺮', '竹')",[99337],1,e7ae80,9,"['算', '等', '管', '符', '笑', '签', '箱', '第']",8,"['户', '商', '邮', '到', '一', '增', '客', '注', '享', '字', '除', '图', '改', '外', '议', '初', '您', '内', '科', '天', '复', '历', '前', '份', '原', '小', '保', '里', '型', '元', '片', '京', '动', '店', '器', '国', '析', '周', '景', '四', '回', '详', '月', '头', '造', '形', '给', '量', '然', '左', '此', '停', '清', '记', '移', '则', '提', '题', '软', '计', '更', '之', '异', '海', '别', '供', '重', '些', '装', '库', '流', '看', '起', '接', '款', '老', '地', '点', '该', '约', '东', '完', '南', '货', '见', '预', '败', '不', '选', '果', '还', '正', '体', '位', '公', '市', '再']",签,形,"['管', '箱', '笑']"
266,266,雅,隹,4.459673782977241,"('隹',)",[72125],1,e99b85,2,['集'],1,"['三', '感', '册', '形', '人', '口', '系', '陆', '成', '收', '述', '稍', '点', '车', '错', '试', '客', '问', '市', '转', '不', '命', '结', '历', '容', '游', '雷', '门', '异', '台', '务', '视', '值', '基', '由', '起', '科', '限', '专', '所', '购', '原', '商', '子', '审', '存', '中', '作', '处', '移', '确', '放', '些', '接', '流', '票', '布', '信', '素', '类', '是', '查', '导', '内', '心', '全', '告', '级', '土', '钟', '院', '核', '题', '价', '要', '影', '前', '打', '天', '参', '码', '部', '来', '地', '模', '指', '引', '重', '右', '钮', '一', '案', '供', '城', '库', '片', '去', '或', '频', '录']",集,模,
267,267,个,丨,8.921266050795763,"('丨',)",[19483],1,e4b8aa,3,"['中', '串']",2,"['消', '案', '藏', '余', '径', '信', '员', '导', '填', '前', '广', '级', '费', '也', '者', '通', '部', '应', '度', '定', '将', '月', '给', '变', '频', '箱', '计', '东', '索', '回', '番', '听', '找', '权', '供', '过', '等', '因', '常', '稍', '素', '事', '签', '修', '外', '性', '总', '标', '周', '省', '输', '流', '闭', '间', '二', '作', '章', '客', '异', '平', '列', '票', '装', '限', '球', '加', '务', '管', '推', '则', '序', '息', '利', '邮', '司', '在', '引', '反', '形', '向', '转', '录', '样', '码', '但', '能', '第', '项', '命', '现', '道', '都', '评', '清', '该', '人', '求', '陆', '布', '企']",串,填,
268,268,学,子,7.061711225564394,"('子',)",[48864],1,e5ada6,4,"['字', '子', '存']",3,"['输', '和', '容', '集', '见', '地', '近', '造', '径', '次', '全', '公', '成', '收', '简', '则', '开', '管', '右', '检', '华', '初', '键', '司', '播', '或', '水', '直', '串', '同', '组', '站', '陆', '现', '参', '序', '五', '编', '权', '平', '场', '换', '都', '种', '汽', '交', '像', '主', '作', '内', '前', '江', '价', '安', '核', '小', '页', '时', '导', '西', '共', '笑', '景', '当', '放', '效', '表', '万', '查', '章', '工', '县', '游', '优', '向', '失', '语', '本', '如', '视', '您', '间', '专', '不', '图', '版', '符', '项', '法', '束', '余', '个', '以', '男', '门', '第', '只', '还', '流', '通']",字,或,
269,269,相,目,6.885984199554663,"('目',)",[50021],1,e79bb8,6,"['真', '省', '直', '看', '目']",5,"['条', '环', '变', '常', '北', '此', '权', '头', '张', '运', '值', '收', '这', '南', '项', '调', '源', '份', '笑', '族', '情', '水', '微', '径', '更', '标', '表', '设', '化', '命', '时', '东', '取', '土', '示', '店', '初', '请', '县', '老', '拉', '换', '线', '中', '心', '退', '造', '除', '子', '两', '或', '修', '左', '度', '选', '代', '产', '解', '历', '户', '邮', '备', '加', '些', '样', '总', '作', '串', '束', '场', '何', '软', '对', '明', '复', '由', '止', '具', '端', '好', '同', '像', '立', '家', '读', '启', '接', '当', '必', '展', '倍', '件', '游', '约', '记', '税', '话']",直,东,"['省', '目', '真']"
270,270,站,立,5.828815020847527,"('立',)",[71890],1,e7ab99,4,"['端', '立', '章']",3,"['局', '星', '效', '只', '新', '放', '不', '异', '闭', '先', '再', '应', '治', '活', '店', '除', '米', '链', '元', '英', '会', '增', '箱', '户', '费', '统', '体', '心', '品', '何', '串', '库', '一', '安', '布', '听', '五', '结', '对', '雅', '商', '重', '简', '为', '度', '税', '票', '论', '软', '达', '如', '其', '时', '社', '原', '检', '午', '员', '编', '全', '好', '还', '周', '改', '二', '女', '右', '没', '功', '游', '华', '因', '将', '书', '议', '证', '指', '级', '四', '项', '左', '藏', '政', '种', '单', '老', '表', '车', '失', '在', '详', '复', '南', '具', '确', '角', '部', '些']",章,费,
271,271,城,土,6.4524539197463175,"('土',)",[60174],1,e59f8e,10,"['基', '增', '土', '地', '型', '在', '场', '填', '址']",9,"['或', '也', '重', '构', '外', '立', '注', '里', '未', '系', '午', '径', '四', '告', '否', '容', '价', '上', '私', '修', '以', '画', '全', '集', '英', '定', '女', '们', '回', '移', '尔', '案', '钮', '则', '按', '只', '先', '话', '服', '销', '备', '还', '与', '退', '倍', '供', '社', '省', '岁', '付', '含', '钟', '评', '然', '线', '多', '改', '头', '例', '之', '送', '台', '国', '一', '取', '功', '相', '提', '更', '队', '店', '拉', '海', '不', '片', '费', '并', '核', '及', '错', '左', '西', '历', '像', '货', '调', '预', '东', '好', '务', '导', '实', '前', '得', '类']",基,导,"['在', '场', '增']"
272,272,保,亻,6.279155932016402,"('人', '亻')",[33563],1,e4bf9d,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['尔', '排', '点', '明', '下', '设', '展', '新', '院', '法', '土', '量', '程', '对', '额', '能', '理', '该', '确', '管', '字', '序', '及', '型', '目', '导', '华', '经', '消', '当', '星', '来', '情', '权', '器', '完', '装', '案', '称', '级', '次', '据', '工', '资', '不', '报', '息', '加', '计', '公', '重', '原', '为', '客', '过', '说', '规', '名', '陆', '始', '稿', '辑', '了', '异', '语', '端', '东', '出', '前', '求', '播', '码', '证', '西', '小', '队', '稍', '闭', '员', '交', '流', '更', '如', '画', '持', '除', '京', '常', '基', '商', '购', '钮', '约', '全']",他,下,"['亿', '份', '们']"
273,273,最,曰,7.77386763156197,"('曰',)",[32335],1,e69c80,2,['更'],1,"['上', '打', '东', '复', '尔', '立', '理', '初', '问', '客', '法', '少', '进', '税', '为', '男', '频', '布', '点', '秒', '政', '先', '待', '情', '传', '原', '中', '下', '推', '天', '成', '科', '项', '闭', '二', '是', '像', '移', '费', '备', '稍', '证', '心', '退', '藏', '近', '方', '专', '雅', '连', '完', '英', '见', '节', '月', '系', '汽', '来', '以', '态', '必', '列', '否', '络', '存', '其', '品', '转', '指', '新', '算', '确', '此', '笑', '土', '销', '询', '束', '化', '组', '击', '但', '计', '板', '线', '评', '易', '册', '库', '全', '有', '时', '阳', '族', '送', '书', '者', '将', '类']",更,打,
274,274,型,土,5.768645005796862,"('土',)",[25287],1,e59e8b,10,"['基', '增', '土', '地', '城', '在', '场', '填', '址']",9,"['清', '台', '反', '人', '输', '由', '米', '进', '造', '移', '库', '队', '任', '试', '始', '必', '经', '考', '章', '束', '议', '或', '对', '今', '说', '录', '字', '社', '女', '老', '通', '求', '能', '编', '制', '形', '止', '番', '语', '易', '体', '机', '立', '度', '头', '案', '例', '男', '错', '运', '统', '全', '向', '传', '志', '个', '软', '别', '者', '户', '票', '份', '速', '主', '拉', '回', '共', '四', '近', '意', '成', '果', '所', '供', '器', '步', '年', '约', '其', '南', '山', '企', '额', '败', '容', '利', '量', '三', '布', '他', '店', '保', '以', '计', '感', '责']",城,店,"['土', '填', '增']"
275,275,推,扌,6.285570442557387,"('扌', '手')",[84851],1,e68ea8,17,"['投', '打', '换', '接', '指', '据', '持', '报', '按', '找', '播', '提', '排', '拉', '技']",15,"['学', '全', '实', '邮', '周', '事', '经', '到', '规', '政', '有', '雅', '海', '题', '他', '例', '江', '城', '示', '此', '章', '志', '超', '老', '下', '见', '基', '司', '或', '送', '土', '径', '为', '次', '星', '字', '与', '统', '同', '动', '税', '主', '连', '除', '得', '市', '于', '左', '现', '目', '回', '启', '地', '否', '付', '议', '尔', '本', '任', '会', '单', '导', '异', '么', '局', '岁', '入', '化', '以', '日', '东', '省', '其', '名', '移', '景', '查', '家', '节', '核', '和', '发', '优', '要', '读', '私', '级', '中', '则', '也', '台', '解', '向', '容', '人', '米', '收', '第']",据,否,"['持', '换', '打']"
276,276,车,车,7.020228241119625,"('车', '車')",[41053],1,e8bda6,6,"['转', '载', '软', '输', '辑']",5,"['英', '示', '异', '未', '整', '作', '倍', '社', '部', '来', '密', '成', '雷', '像', '必', '限', '器', '版', '加', '下', '名', '好', '国', '四', '点', '余', '城', '三', '流', '画', '也', '要', '钟', '调', '程', '一', '客', '土', '场', '他', '雅', '都', '打', '经', '提', '原', '节', '星', '果', '保', '享', '其', '亿', '约', '具', '核', '但', '量', '南', '度', '还', '端', '同', '立', '技', '重', '何', '男', '是', '种', '上', '处', '邮', '使', '子', '章', '五', '次', '两', '频', '详', '此', '源', '目', '移', '除', '播', '否', '停', '容', '过', '步', '址', '更', '记', '出', '张', '者']",载,此,"['软', '输', '转']"
277,277,书,乙,5.881746216619644,"('乙', '乚', '乛')",[91386],1,e4b9a6,2,['也'],1,"['交', '别', '是', '间', '检', '法', '会', '广', '打', '不', '加', '密', '哈', '告', '录', '本', '商', '记', '正', '重', '析', '体', '但', '雷', '份', '款', '局', '送', '调', '店', '总', '辑', '张', '秒', '表', '提', '说', '开', '游', '流', '好', '改', '问', '私', '换', '您', '你', '景', '页', '程', '等', '板', '余', '值', '江', '限', '出', '计', '安', '链', '串', '构', '台', '案', '事', '钟', '果', '然', '听', '击', '如', '传', '述', '和', '英', '作', '态', '形', '集', '由', '元', '型', '华', '线', '该', '待', '大', '稍', '断', '预', '男', '番', '机', '月', '频', '闭', '节', '模', '收']",也,和,
278,278,管,⺮,6.234236396798478,"('⺮', '竹')",[36651],1,e7aea1,9,"['算', '等', '简', '符', '笑', '签', '箱', '第']",8,"['败', '还', '宋', '键', '听', '源', '代', '最', '以', '这', '事', '件', '交', '址', '市', '找', '重', '山', '据', '样', '起', '请', '设', '种', '参', '体', '家', '张', '别', '认', '作', '并', '于', '院', '库', '没', '英', '后', '及', '省', '全', '记', '号', '是', '平', '机', '使', '员', '语', '周', '天', '结', '同', '公', '水', '站', '成', '载', '费', '更', '番', '优', '钮', '十', '所', '连', '有', '京', '右', '工', '台', '必', '队', '里', '内', '阳', '江', '球', '效', '告', '科', '备', '客', '处', '私', '列', '例', '直', '询', '界', '指', '通', '错', '小', '法', '将', '游', '司', '评']",简,评,"['符', '算', '箱']"
279,279,工,工,6.593531538824075,"('工',)",[49792],1,e5b7a5,2,['左'],1,"['英', '加', '海', '口', '图', '完', '评', '听', '车', '与', '再', '持', '案', '络', '两', '其', '本', '异', '城', '后', '件', '任', '企', '京', '队', '相', '息', '因', '语', '此', '还', '拉', '果', '店', '五', '章', '品', '付', '邮', '司', '流', '新', '求', '失', '您', '代', '二', '将', '值', '三', '并', '入', '载', '超', '岁', '外', '析', '否', '服', '客', '者', '少', '之', '装', '常', '如', '木', '端', '页', '院', '话', '使', '造', '和', '简', '容', '待', '合', '商', '员', '需', '结', '下', '些', '游', '见', '题', '享', '在', '样', '动', '介', '播', '真', '及', '接', '位', '亿', '江', '消']",左,商,
280,280,功,力,6.053024025927053,"('力',)",[17860],1,e58a9f,5,"['力', '加', '动', '务']",4,"['或', '车', '闭', '活', '法', '台', '消', '们', '门', '销', '四', '件', '解', '册', '感', '码', '版', '元', '由', '保', '提', '今', '客', '向', '指', '基', '左', '分', '视', '确', '线', '理', '两', '责', '账', '接', '否', '单', '界', '三', '道', '学', '笑', '称', '软', '稿', '需', '异', '整', '集', '投', '份', '器', '为', '失', '藏', '换', '实', '江', '处', '证', '运', '反', '约', '度', '布', '经', '与', '息', '束', '未', '专', '例', '及', '业', '径', '详', '十', '科', '余', '签', '米', '项', '放', '么', '共', '任', '变', '万', '购', '额', '清', '您', '队', '尔', '和', '北', '税', '之']",加,学,"['动', '力', '务']"
281,281,注,氵,6.2155952110661605,"('氺', '水', '氵')",[26130],1,e6b3a8,15,"['流', '海', '没', '消', '清', '游', '法', '江', '汽', '活', '治', '源']",12,"['周', '读', '个', '告', '频', '账', '京', '记', '素', '换', '失', '收', '出', '取', '店', '完', '票', '影', '为', '改', '权', '需', '计', '步', '家', '次', '小', '键', '器', '直', '志', '代', '这', '资', '提', '南', '反', '据', '加', '他', '单', '然', '男', '学', '义', '参', '雅', '存', '易', '雷', '传', '以', '输', '四', '像', '一', '组', '造', '理', '找', '期', '命', '复', '分', '但', '点', '链', '山', '话', '件', '认', '尔', '相', '何', '备', '笑', '规', '选', '如', '任', '详', '填', '都', '转', '有', '在', '两', '服', '情', '头', '页', '或', '不', '近', '微', '大', '修', '值']",汽,雅,"['游', '没', '清']"
282,282,环,王,4.934242971209242,"('王', '玉')",[87412],1,e78eaf,4,"['现', '理', '球']",3,"['治', '收', '时', '说', '听', '山', '专', '销', '人', '取', '相', '章', '总', '东', '更', '据', '正', '五', '要', '发', '错', '政', '布', '近', '车', '保', '您', '流', '个', '因', '员', '提', '造', '符', '公', '核', '秒', '报', '米', '国', '等', '案', '模', '检', '库', '县', '量', '数', '藏', '周', '打', '西', '年', '果', '选', '束', '英', '形', '汽', '性', '如', '增', '算', '价', '介', '构', '级', '后', '题', '内', '息', '链', '序', '陆', '例', '技', '责', '则', '道', '处', '日', '容', '命', '头', '串', '和', '退', '存', '约', '星', '速', '变', '节', '排', '通', '万', '景', '志', '密', '任']",球,数,
283,283,试,讠,7.0321861244600194,"('讠', '言')",[42421],1,e8af95,20,"['话', '评', '认', '议', '请', '调', '说', '语', '证', '记', '设', '论', '该', '计', '读', '详', '误', '询']",18,"['册', '败', '入', '大', '月', '阳', '县', '队', '处', '常', '为', '义', '水', '指', '停', '时', '们', '确', '络', '启', '市', '待', '么', '族', '效', '直', '值', '华', '力', '失', '变', '等', '土', '专', '应', '当', '回', '链', '间', '你', '余', '米', '邮', '结', '得', '活', '连', '核', '是', '引', '女', '分', '企', '服', '份', '有', '产', '性', '打', '码', '钮', '图', '告', '上', '钟', '到', '否', '介', '反', '例', '通', '点', '运', '需', '员', '费', '雅', '页', '海', '组', '番', '理', '达', '解', '司', '没', '木', '部', '按', '利', '签', '优', '购', '总']",认,解,"['读', '议', '设']"
