,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither
1111,排,扌,6.261896754940616,"('扌', '手')",[23128],1,e68e92,103,"['投', '打', '拓', '描', '换', '撞', '折', '搜', '择', '掉', '授', '握', '探', '批', '拥', '接', '揭', '插', '拼', '措', '抽', '指', '损', '搏', '据', '抵', '持', '托', '报', '按', '招', '拖', '撤', '扑', '找', '播', '提', '扫', '抢', '扬', '摇', '担', '援', '扰', '操', '拔', '括', '推', '摄', '拍', '控', '才', '搞', '抗', '扎', '摆', '把', '扣', '执', '摘', '挂', '撮', '挥', '捕', '扶', '搬', '搭', '拉', '抓', '披', '抱', '振', '护', '拘', '拒', '挺', '挑', '拾', '拆', '撒', '拟', '挡', '技', '挣', '押', '拨', '扩', '摸', '捷', '扒', '携', '擦', '撑', '揉', '撸']",95,"['腹', '盗', '让', '桑', '志', '咖', '晨', '萄', '炸', '团', '后', '邮', '漫', '轴', '盐', '柔', '汤', '有', '帅', '渐', '孩', '相', '王', '除', '腾', '什', '猛', '洋', '止', '失', '顶', '忆', '号', '厕', '兴', '坪', '营', '寺', '癌', '夏', '荷', '券', '民', '裤', '宅', '动', '繁', '织', '轮', '砂', '骰', '吐', '聚', '坦', '牲', '旅', '杀', '虎', '载', '区', '弟', '颜', '诗', '曲', '围', '现', '阶', '绍', '桥', '阴', '陆', '症', '彩', '缩', '细', '浦', '病', '歩', '丽', '祖', '纪', '小', '艺', '变', '封', '埃', '效', '珍', '颖', '怎', '切', '行', '丁', '干']",执,吐
1112,械,木,2.5044641490035313,"('木',)",[103041],1,e6a2b0,87,"['案', '梦', '概', '柜', '架', '染', '标', '枪', '末', '杯', '杀', '查', '柄', '松', '木', '样', '极', '核', '柱', '模', '柔', '楼', '机', '检', '来', '枝', '横', '杂', '条', '格', '果', '校', '树', '栋', '根', '板', '本', '林', '桥', '李', '桑', '栗', '村', '杏', '桃', '植', '构', '柏', '梯', '棋', '权', '束', '楚', '杨', '椒', '未', '森', '朱', '杜', '框', '棚', '梨', '档', '析', '杆', '梅', '杰', '杉', '棒', '桌', '柴', '柳', '栏', '桂', '榜', '杭', '术', '材', '株', '梁', '枚', '槽', '札', '某', '桶', '橹']",86,"['抢', '紧', '症', '常', '嬉', '于', '忆', '措', '复', '绩', '膜', '蒲', '句', '哦', '王', '嘎', '磁', '久', '应', '厕', '惑', '湖', '冈', '狐', '么', '万', '叶', '病', '注', '科', '源', '认', '姿', '临', '雨', '败', '侵', '炎', '味', '舒', '弃', '天', '够', '份', '躁', '散', '漫', '阳', '当', '逻', '尽', '原', '主', '诺', '扶', '疯', '听', '展', '尾', '妞', '涩', '赫', '缴', '代', '拥', '孤', '芽', '尊', '律', '气', '碎', '誉', '已', '蝶', '绝', '琴', '你', '远', '股', '山', '负', '钱', '孔', '制', '何', '甜', '题', '除', '趋', '期', '基', '戴', '佐', '类', '默', '预']",梯,膜
1113,以,人,7.953860624808558,"('人', '亻')",[5924],1,e4bba5,96,"['余', '今', '从', '会', '人', '仓', '令', '介', '企', '众']",10,"['言', '恐', '此', '鉴', '街', '嘎', '诊', '透', '亩', '泥', '败', '易', '跳', '复', '影', '谜', '姜', '腕', '悉', '果', '毕', '撮', '基', '鸣', '除', '瞬', '滋', '群', '察', '涉', '素', '惑', '史', '当', '匙', '施', '征', '轩', '旦', '庄', '奥', '羽', '戏', '梯', '隆', '赴', '析', '较', '快', '中', '娃', '碍', '敬', '得', '识', '弊', '硕', '厘', '北', '弃', '苏', '想', '签', '势', '玛', '又', '萌', '棒', '轮', '瑞', '眉', '坚', '句', '态', '雨', '甲', '篇', '苍', '纬', '岁', '松', '述', '读', '革', '擦', '顺', '董', '忙', '达', '暮', '灾', '联', '功', '纯']",众,史
1114,途,辶,4.4663333156018705,"('辶',)",[59108],1,e98094,53,"['遵', '通', '近', '远', '遮', '逼', '道', '边', '过', '迷', '逻', '逃', '遇', '这', '退', '选', '适', '透', '还', '迎', '运', '连', '逆', '进', '逐', '迟', '逸', '遗', '送', '追', '造', '返', '邀', '迁', '述', '遭', '避', '速', '迫', '违', '迪', '达', '递', '遂', '辽', '遣', '迹', '遥', '迅', '遍', '迈', '逊']",52,"['闲', '扬', '被', '料', '蛛', '炸', '催', '话', '窍', '纽', '期', '娜', '御', '桥', '理', '招', '王', '谢', '叶', '右', '广', '芝', '蒙', '什', '声', '披', '臭', '丝', '创', '疆', '八', '彰', '环', '筛', '犬', '仅', '鸡', '整', '帝', '毁', '哥', '寸', '呀', '稳', '汇', '阻', '月', '利', '袜', '脑', '即', '学', '瓦', '昼', '伯', '沿', '卷', '娱', '击', '立', '保', '娘', '乐', '怀', '握', '佐', '温', '缩', '茶', '释', '星', '情', '节', '灾', '继', '猛', '念', '牢', '阿', '离', '座', '触', '附', '旬', '败', '闪', '井', '残', '佩', '妈', '寒', '作', '莉', '鸟', '再']",追,寒
1115,销,钅,5.175298522940052,"('钅', '金')",[26103],1,e99480,27,"['错', '钢', '镇', '铁', '钟', '镜', '钮', '锐', '锡', '钱', '铜', '银', '铺', '铃', '铭', '针', '锅', '钻', '锁', '锦', '链', '钥', '锋', '键']",24,"['扎', '追', '片', '精', '访', '筹', '徽', '鸭', '侠', '术', '毅', '证', '裤', '拆', '映', '共', '办', '曾', '借', '仍', '九', '象', '菌', '纠', '误', '珠', '束', '槽', '微', '咖', '兵', '舔', '胡', '影', '举', '世', '蛇', '几', '类', '露', '北', '丽', '肥', '歩', '汗', '零', '卸', '凤', '动', '昂', '官', '毛', '五', '岳', '乡', '闲', '态', '埔', '诱', '篮', '设', '返', '癌', '佐', '泄', '伦', '牡', '敢', '顾', '电', '希', '舒', '曼', '乃', '友', '档', '阵', '欣', '两', '鹏', '畅', '腐', '人', '富', '履', '因', '普', '观', '松', '例', '塔', '党', '曹', '台', '嘉', '批', '彼', '弘', '葡']",钻,借
1116,九,乙,5.12452215692653,"('乙', '乚', '乛')",[17990],1,e4b99d,9,"['乡', '习', '乳', '书', '买', '也', '乙', '乱']",8,"['筑', '叔', '浪', '躁', '纪', '塘', '父', '却', '亭', '东', '典', '哥', '祭', '收', '津', '彼', '哪', '把', '浓', '赚', '对', '度', '心', '喊', '荡', '七', '例', '均', '岁', '眉', '静', '灯', '患', '伸', '盖', '洋', '航', '鹿', '意', '带', '引', '啪', '册', '美', '规', '沈', '效', '禁', '人', '挺', '路', '派', '砂', '快', '策', '回', '评', '河', '秦', '势', '枪', '眼', '皆', '清', '毫', '涯', '辖', '某', '贝', '录', '兽', '零', '键', '矩', '允', '佩', '师', '要', '委', '农', '盟', '浦', '骰', '赔', '般', '慰', '遂', '喝', '外', '绪', '历', '券', '寝', '诸', '彦', '减', '胸', '除', '喜', '馨']",乳,策
1117,踪,足,4.209142405882503,"('足',)",[158033],1,e8b8aa,14,"['足', '跟', '路', '跑', '跌', '跳', '跨', '踏', '跃', '踩', '躁', '践', '距']",13,"['息', '偶', '电', '娱', '内', '勤', '晴', '硬', '翻', '池', '曼', '送', '甘', '妻', '情', '拖', '陌', '暮', '柴', '帖', '中', '浓', '顾', '杨', '胜', '盐', '杏', '速', '赴', '富', '政', '那', '依', '贝', '深', '贤', '笔', '王', '五', '普', '猴', '动', '为', '剩', '钮', '柳', '宗', '炉', '铭', '砂', '断', '说', '头', '老', '狂', '果', '义', '干', '十', '乡', '幽', '工', '喷', '每', '席', '厨', '猪', '坡', '遍', '追', '畅', '举', '盈', '磨', '莉', '友', '怀', '时', '拳', '夜', '汇', '瞬', '燕', '征', '劲', '房', '晚', '辨', '鸭', '敦', '似', '爱', '浦', '注', '辑', '魏', '袭', '衣', '肥', '纷']",踩,燕
1118,协,十,4.040145295197131,"('十',)",[40069],1,e58d8f,13,"['博', '半', '千', '单', '南', '卖', '升', '华', '午', '卓', '十', '卒']",12,"['佣', '林', '姓', '困', '拍', '宣', '逃', '志', '糕', '袖', '驾', '请', '猪', '连', '徽', '组', '翻', '昭', '江', '则', '团', '回', '禽', '媒', '敏', '咖', '吊', '贤', '醉', '享', '招', '芝', '肯', '如', '初', '按', '框', '纪', '内', '姿', '英', '啦', '遮', '偶', '近', '桥', '藤', '匹', '艾', '种', '棒', '页', '胜', '炮', '总', '止', '之', '丰', '养', '销', '董', '只', '誉', '袭', '舒', '改', '象', '去', '咪', '信', '们', '欢', '璃', '级', '嫩', '扣', '聘', '帝', '姑', '毫', '奇', '杏', '摄', '佳', '耀', '了', '借', '俊', '爷', '羞', '莞', '孕', '折', '替', '当', '忆', '遵', '链', '抗']",午,奇
1119,体,亻,6.955755035623728,"('人', '亻')",[7074],1,e4bd93,96,"['但', '传', '借', '侣', '作', '价', '俊', '供', '侧', '倒', '优', '促', '使', '任', '仙', '俱', '偏', '仪', '停', '修', '休', '依', '信', '倾', '值', '伯', '便', '伸', '住', '位', '伏', '低', '例', '何', '保', '催', '佣', '像', '仔', '候', '伤', '佛', '代', '健', '偶', '佳', '假', '倍', '做', '侠', '倡', '债', '付', '偷', '伴', '仕', '伊', '伦', '俗', '仍', '佐', '偿', '储', '侵', '份', '仲', '他', '们', '仁', '什', '你', '估', '似', '伟', '伙', '佩', '件', '亿', '俄', '侯', '仅', '伍', '俺', '傅']",84,"['泉', '眼', '句', '巴', '拘', '半', '涵', '棋', '揭', '才', '湾', '委', '故', '澡', '禾', '妞', '央', '化', '徒', '猪', '形', '鸡', '净', '钥', '园', '缴', '产', '名', '刚', '啪', '寻', '况', '事', '炼', '喷', '套', '游', '析', '鱼', '撮', '残', '栗', '火', '细', '慈', '威', '期', '奶', '脂', '张', '迅', '野', '串', '玄', '醒', '沁', '森', '脸', '葛', '思', '穴', '钱', '晚', '护', '唱', '牡', '恩', '挺', '漫', '旋', '判', '初', '椒', '窗', '君', '竟', '距', '东', '熟', '跌', '峰', '馨', '榜', '航', '寨', '激', '疗', '订', '鲁', '零', '获', '梨', '绪', '逸']",伸,峰
1120,皆,白,3.2435567300729677,"('白',)",[79938],1,e79a86,5,"['白', '皇', '百', '的']",4,"['净', '判', '情', '什', '半', '毫', '颖', '揭', '晓', '仔', '销', '唐', '倒', '录', '如', '带', '济', '骚', '鞋', '德', '林', '辰', '染', '零', '患', '罩', '泡', '母', '轻', '浦', '等', '伯', '历', '心', '己', '佛', '敬', '观', '涩', '扫', '操', '异', '翌', '杯', '牢', '国', '出', '循', '甜', '嫌', '畅', '俺', '揉', '连', '森', '酸', '封', '深', '统', '错', '倾', '组', '袋', '十', '挡', '道', '逆', '三', '昼', '进', '锐', '给', '免', '鹏', '美', '苑', '可', '俊', '眉', '详', '留', '撑', '逃', '狠', '桑', '雀', '狂', '六', '承', '柄', '茸', '妓', '锦', '亮', '珍', '向', '凝', '拆', '菜', '疆']",百,录
1121,社,礻,5.179950973271679,"('礻', '示')",[12330],1,e7a4be,13,"['神', '祝', '祥', '礼', '福', '祖', '视', '禧']",8,"['调', '吞', '促', '迅', '板', '认', '赴', '个', '吐', '萄', '致', '解', '趣', '次', '失', '绝', '重', '辰', '潜', '凤', '性', '续', '千', '莲', '济', '贡', '气', '蕉', '陪', '验', '袜', '唐', '各', '彦', '沙', '厉', '吊', '镜', '者', '秒', '爷', '查', '项', '陈', '曲', '姆', '柴', '茶', '桑', '毁', '匹', '均', '蛇', '赞', '慈', '七', '扒', '频', '呵', '忘', '岳', '碎', '账', '迹', '物', '赏', '小', '栗', '何', '兔', '坚', '拥', '核', '苍', '假', '阅', '啊', '色', '玛', '纯', '京', '燃', '字', '环', '株', '嗯', '曰', '暑', '发', '在', '陶', '少', '间', '威', '它', '疯', '似', '戏', '拳']",礼,查
1122,记,讠,6.984249822436251,"('讠', '言')",[11325],1,e8aeb0,51,"['话', '训', '让', '评', '词', '认', '议', '谢', '访', '诚', '请', '讲', '调', '诱', '说', '课', '讨', '语', '谱', '识', '许', '诊', '试', '谜', '谋', '证', '订', '设', '诉', '谈', '诀', '诸', '论', '诺', '讯', '该', '计', '诗', '谨', '读', '译', '详', '误', '诈', '谓', '询', '谁']",47,"['非', '摩', '杂', '郭', '阁', '重', '模', '惜', '婚', '翠', '辖', '平', '按', '杏', '俺', '腰', '准', '碰', '漏', '际', '晨', '潮', '怡', '袖', '强', '奉', '昌', '行', '著', '阪', '塞', '象', '传', '编', '待', '池', '宗', '服', '湖', '兼', '把', '犬', '虹', '赁', '也', '酷', '亩', '毁', '控', '虽', '目', '绝', '梅', '鹏', '隆', '美', '亭', '悟', '能', '迁', '昔', '昆', '棒', '递', '寿', '镇', '丈', '燕', '妻', '威', '敬', '熊', '抓', '鱼', '幻', '坝', '萨', '果', '绘', '十', '券', '条', '上', '桥', '拿', '馨', '汤', '责', '剂', '派', '测', '粉', '鲸', '变', '型', '业']",诺,碰
1123,警,言,5.560833542553309,"('讠', '言')",[33729],1,e8ada6,51,"['言', '誉']",2,"['形', '帝', '锡', '拼', '马', '美', '际', '圆', '羊', '隆', '据', '胎', '照', '丈', '短', '慧', '妇', '晚', '悟', '暇', '没', '输', '鲸', '第', '且', '骚', '人', '企', '总', '炮', '然', '磁', '扎', '感', '江', '港', '换', '树', '朝', '塘', '腹', '床', '共', '狼', '佐', '朋', '奔', '鲜', '涵', '抱', '戒', '坪', '货', '怕', '众', '棋', '敏', '县', '刺', '猴', '困', '尊', '舒', '其', '夫', '棚', '嘎', '进', '奋', '志', '复', '盐', '市', '冰', '洋', '箱', '搏', '欢', '珍', '部', '住', '切', '搬', '镜', '百', '吾', '刚', '帮', '低', '融', '阪', '藤', '款', '横', '蒙']",言,百
1124,五,二,6.453706727836255,"('二',)",[7566],1,e4ba94,9,"['二', '云', '于', '互', '亚', '亏', '些', '井']",8,"['巧', '够', '莱', '拔', '途', '洛', '接', '魂', '祥', '醒', '估', '夹', '盟', '免', '拳', '坪', '块', '视', '施', '呵', '翔', '射', '晶', '闭', '立', '暨', '萄', '浩', '台', '宿', '幽', '联', '祭', '综', '区', '决', '敦', '证', '况', '陪', '芳', '敏', '孕', '养', '洪', '楚', '旗', '都', '异', '欢', '惠', '胆', '美', '扩', '误', '按', '摩', '册', '跨', '冲', '切', '延', '骨', '丰', '述', '助', '禽', '其', '股', '月', '洞', '拓', '帽', '腹', '亮', '搬', '京', '讨', '课', '阵', '赋', '那', '赢', '态', '挂', '际', '右', '苗', '详', '降', '分', '淡', '拉', '表', '墙', '佩', '闪', '倾', '怀', '练']",些,欢
1125,只,口,7.605376386588727,"('囗', '口')",[18637],1,e58faa,99,"['周', '后', '告', '向', '品', '号', '司', '古', '哪', '口', '吐', '可', '另', '听', '嘉', '吞', '吧', '和', '商', '喷', '吸', '合', '同', '吾', '名', '吃', '呢', '啥', '喜', '呈', '味', '唱', '唯', '各', '史', '命', '启', '叫', '吟', '器', '员', '召', '吹', '呼', '响', '咪', '台', '咋', '咨', '吕', '善', '啊', '含', '咖', '喊', '右', '吊', '噜', '呵', '吉', '嘴', '喘', '哈', '否', '哲', '吨', '唐', '售', '君', '嘛', '吗', '句', '啦', '呀', '嘎', '哭', '吻', '叶', '喝', '哦', '吴', '啪', '哥', '呻', '嗯', '嘿']",86,"['平', '晴', '东', '订', '解', '演', '厘', '躁', '汉', '兽', '敬', '驻', '剪', '矩', '江', '裤', '莞', '移', '她', '郭', '脂', '芸', '徳', '钢', '胆', '波', '佛', '防', '荷', '圾', '昨', '匹', '迁', '内', '添', '某', '挂', '亏', '洗', '语', '星', '伟', '阴', '介', '少', '猪', '已', '培', '娇', '魔', '两', '凰', '株', '乙', '篮', '压', '够', '申', '信', '伯', '沉', '纳', '热', '驰', '携', '溪', '饮', '却', '条', '陪', '冒', '穴', '继', '事', '讨', '正', '例', '适', '永', '裙', '钥', '光', '隐', '力', '丰', '盆', '持', '浅', '卷', '针', '峰', '企', '滚', '融', '莫', '潮']",告,星
1126,窍,穴,2.3216619667987817,"('穴',)",[132061],1,e7aa8d,9,"['空', '窗', '窥', '突', '穿', '窝', '穴', '究']",8,"['磁', '播', '独', '延', '盖', '悲', '退', '繁', '借', '川', '孔', '授', '诚', '测', '尖', '阳', '慧', '淡', '好', '润', '莲', '定', '号', '煌', '决', '呀', '允', '分', '填', '弟', '士', '横', '居', '从', '裁', '芽', '舔', '梯', '或', '范', '映', '铜', '却', '削', '击', '补', '废', '厂', '苍', '脚', '止', '虎', '拔', '脂', '纪', '辛', '萌', '攻', '悉', '超', '臭', '顶', '荐', '基', '萨', '然', '候', '威', '裸', '嘉', '况', '虑', '怒', '创', '版', '邪', '台', '菲', '唯', '孕', '核', '瓶', '嘎', '相', '申', '欣', '铃', '翼', '鬼', '盐', '寿', '捕', '煤', '们', '豹', '柜', '密', '克', '群']",突,击
1127,孩,子,6.630943905793759,"('子',)",[41201],1,e5ada9,11,"['孕', '字', '孤', '学', '孔', '子', '存', '孙', '季', '孟']",10,"['缴', '楼', '谁', '蓝', '徒', '遮', '杨', '待', '听', '辞', '商', '在', '也', '争', '名', '寝', '事', '疯', '植', '晚', '蛇', '归', '拆', '留', '迎', '阶', '阪', '虽', '截', '卢', '兑', '趋', '笔', '俗', '婚', '贷', '苗', '压', '违', '革', '万', '剧', '犬', '接', '块', '行', '候', '迁', '哲', '删', '撸', '挥', '往', '蛋', '告', '掌', '灾', '奏', '旧', '幼', '洗', '芽', '宏', '赏', '莓', '元', '左', '别', '遥', '课', '神', '粉', '令', '莱', '增', '顶', '削', '煤', '虫', '临', '慧', '伤', '聊', '以', '俄', '睡', '番', '省', '晰', '壁', '暴', '扎', '欧', '允', '泛', '六', '国', '材', '磁', '症']",孕,俄
1128,构,木,3.7636668382721865,"('木',)",[32860],1,e69e84,87,"['案', '梦', '概', '柜', '架', '染', '标', '枪', '末', '杯', '杀', '查', '柄', '松', '木', '样', '极', '核', '柱', '模', '柔', '楼', '机', '检', '来', '枝', '横', '杂', '条', '格', '果', '校', '树', '栋', '根', '板', '本', '林', '桥', '李', '桑', '栗', '村', '杏', '桃', '植', '械', '柏', '梯', '棋', '权', '束', '楚', '杨', '椒', '未', '森', '朱', '杜', '框', '棚', '梨', '档', '析', '杆', '梅', '杰', '杉', '棒', '桌', '柴', '柳', '栏', '桂', '榜', '杭', '术', '材', '株', '梁', '枚', '槽', '札', '某', '桶', '橹']",86,"['欧', '达', '琪', '轩', '魔', '爷', '忘', '纳', '何', '室', '立', '妇', '喷', '令', '迪', '灭', '器', '个', '隆', '至', '嘛', '绝', '妮', '雄', '萄', '损', '奈', '俊', '二', '通', '胃', '佣', '熊', '手', '宜', '缓', '搜', '禁', '凸', '馈', '药', '够', '裙', '遣', '糖', '训', '抵', '备', '己', '里', '臭', '默', '焦', '偏', '各', '触', '贵', '滴', '最', '起', '词', '俱', '伟', '银', '阳', '调', '佛', '素', '芬', '辑', '睡', '服', '递', '藏', '奥', '晶', '土', '与', '会', '队', '表', '方', '款', '剑', '忠', '具', '浪', '迎', '句', '热', '角', '幻', '岩', '淡', '元', '霞', '锐', '积']",桶,俊
1129,客,宀,6.53038085712548,"('宀',)",[10544],1,e5aea2,36,"['完', '宝', '宅', '宽', '审', '实', '定', '寒', '家', '宣', '官', '安', '宁', '寓', '密', '寝', '寄', '宾', '宋', '宏', '害', '容', '守', '宠', '宫', '宗', '宇', '富', '宿', '寨', '宴', '察', '宜', '室', '它']",35,"['何', '半', '玛', '阳', '跑', '看', '苑', '疾', '即', '芽', '励', '院', '做', '碍', '知', '士', '控', '见', '骗', '测', '离', '哪', '心', '严', '赌', '莓', '洪', '规', '浆', '园', '梦', '算', '舰', '森', '佛', '妞', '包', '核', '噜', '济', '船', '拨', '玖', '版', '坐', '似', '激', '摆', '评', '石', '一', '甘', '捕', '蕉', '磨', '你', '冻', '沁', '撤', '钻', '旺', '兰', '魂', '埃', '柳', '忽', '销', '胜', '翠', '搏', '辉', '炼', '扩', '赞', '涯', '刊', '叔', '相', '抽', '览', '钱', '山', '礼', '凡', '杆', '存', '蒂', '讲', '楼', '碰', '窝', '配', '题', '事', '遗', '落', '旭', '姆', '仲', '空']",它,何
1130,踏,足,3.997997011200933,"('足',)",[162799],1,e8b88f,14,"['足', '跟', '路', '跑', '跌', '跳', '跨', '踪', '跃', '踩', '躁', '践', '距']",13,"['牛', '星', '限', '暇', '木', '酸', '遍', '函', '柱', '耀', '现', '短', '造', '损', '轮', '肺', '迁', '柄', '凡', '徳', '寄', '数', '库', '枚', '险', '纵', '创', '泡', '街', '暂', '陌', '俊', '剧', '影', '科', '忆', '吨', '具', '庆', '顾', '俄', '率', '攻', '绕', '违', '毕', '选', '残', '魅', '农', '饰', '串', '眠', '予', '书', '却', '完', '栗', '届', '恩', '承', '净', '抓', '赶', '涓', '其', '败', '项', '餐', '戏', '仲', '宾', '迹', '独', '慢', '茸', '军', '史', '约', '仓', '凉', '互', '陈', '秒', '乙', '组', '裕', '孤', '眼', '叶', '冠', '吾', '络', '遇', '丘', '丽', '量', '腹', '您']",跑,剧
1131,期,月,6.5254350009008055,"('月',)",[5055],1,e69c9f,40,"['胡', '脑', '肤', '胸', '背', '月', '肥', '胶', '脱', '胜', '有', '服', '腹', '股', '腾', '朝', '胆', '胎', '肖', '脚', '脸', '育', '朋', '能', '腰', '胃', '腿', '肯', '肩', '肌', '朗', '望', '肺', '胖', '脂', '腕', '臀', '膜', '胞']",39,"['寝', '碎', '徳', '撞', '翁', '测', '歌', '论', '杰', '盒', '勿', '家', '卢', '祝', '态', '周', '召', '串', '达', '九', '枪', '伊', '涨', '在', '味', '发', '后', '宇', '受', '町', '战', '修', '袜', '役', '茸', '吸', '干', '躁', '貌', '了', '兰', '凝', '泽', '痛', '嗯', '谋', '贫', '栗', '畅', '辑', '盐', '届', '娇', '捷', '描', '喜', '芽', '门', '敌', '蜂', '价', '攻', '顿', '罗', '到', '沁', '冰', '坐', '抓', '当', '爆', '笔', '翼', '厦', '闲', '留', '蛋', '质', '绩', '盛', '殖', '额', '更', '晰', '科', '师', '井', '记', '揭', '潜', '场', '督', '换', '何', '秒', '够', '夹', '照', '粗']",胶,泽
1132,订,讠,4.430992973799785,"('讠', '言')",[40131],1,e8aea2,51,"['话', '训', '让', '评', '词', '认', '议', '谢', '访', '诚', '请', '讲', '调', '诱', '说', '课', '讨', '语', '谱', '识', '许', '诊', '试', '谜', '谋', '证', '记', '设', '诉', '谈', '诀', '诸', '论', '诺', '讯', '该', '计', '诗', '谨', '读', '译', '详', '误', '诈', '谓', '询', '谁']",47,"['馈', '饮', '买', '叉', '达', '暴', '模', '注', '初', '冲', '东', '陈', '向', '揉', '秋', '对', '贯', '驾', '纵', '沉', '积', '懂', '名', '沃', '沁', '棒', '件', '姚', '杨', '二', '虐', '毅', '孙', '赶', '述', '宴', '弘', '浓', '牡', '腾', '址', '绩', '目', '察', '京', '萌', '莓', '美', '命', '朗', '您', '型', '受', '打', '解', '艇', '拓', '洲', '啦', '曾', '暮', '霸', '浪', '精', '承', '予', '腹', '你', '烦', '存', '挂', '努', '税', '丁', '旦', '邻', '舞', '老', '括', '蒲', '束', '峡', '袋', '忘', '所', '搜', '壮', '鞋', '阳', '熟', '要', '恶', '呵', '杉', '悟', '搭', '返', '塑']",计,命
1133,河,氵,4.829083840696548,"('氺', '水', '氵')",[21842],1,e6b2b3,106,"['温', '流', '滚', '混', '海', '滑', '没', '消', '沉', '清', '汗', '浮', '泊', '游', '浩', '深', '油', '激', '汇', '洪', '法', '浓', '泥', '泛', '洋', '波', '沃', '汉', '沙', '汤', '淘', '满', '济', '溪', '浜', '测', '浅', '浴', '漫', '泡', '注', '潮', '江', '洞', '淡', '津', '潜', '汽', '添', '洗', '泄', '污', '活', '浪', '淫', '沿', '治', '渐', '渡', '演', '汁', '漂', '泳', '液', '润', '渠', '涯', '港', '湿', '沟', '涉', '池', '滤', '滴', '潭', '涨', '漏', '滋', '涩', '泽', '洁', '洲', '派', '洛', '湾', '涓', '浦', '澳', '沈', '澡', '滨', '潘', '涛', '湖', '源', '沁', '涵', '沪', '沢']",99,"['冬', '黑', '艾', '梦', '拆', '皆', '局', '兴', '免', '映', '毁', '丈', '逐', '炉', '哲', '阳', '钮', '景', '青', '苑', '倾', '靠', '己', '辛', '桌', '级', '盆', '切', '埔', '莓', '提', '特', '哦', '营', '鹅', '容', '末', '又', '逸', '际', '四', '咨', '病', '蛋', '今', '委', '瓦', '磨', '昼', '临', '吕', '翔', '薄', '兆', '及', '常', '建', '毫', '专', '嘉', '邀', '警', '省', '号', '率', '造', '歩', '庭', '盛', '晋', '哭', '送', '仍', '克', '劲', '劳', '扒', '饰', '祖', '贤', '萝', '忍', '功', '串', '假', '博', '励', '当', '夺', '疫', '托', '训', '践', '谱', '纵', '损']",淫,苑
1134,佳,亻,4.9686466470793285,"('人', '亻')",[54202],1,e4bdb3,96,"['但', '传', '借', '侣', '作', '价', '俊', '供', '侧', '倒', '优', '促', '使', '任', '仙', '俱', '偏', '仪', '停', '修', '休', '依', '信', '倾', '值', '伯', '便', '伸', '住', '位', '伏', '低', '例', '何', '保', '催', '佣', '像', '仔', '候', '伤', '佛', '代', '健', '偶', '体', '假', '倍', '做', '侠', '倡', '债', '付', '偷', '伴', '仕', '伊', '伦', '俗', '仍', '佐', '偿', '储', '侵', '份', '仲', '他', '们', '仁', '什', '你', '估', '似', '伟', '伙', '佩', '件', '亿', '俄', '侯', '仅', '伍', '俺', '傅']",84,"['莎', '报', '钱', '肯', '匙', '累', '柏', '寒', '简', '恢', '谨', '滋', '片', '顿', '啊', '各', '掌', '杰', '棚', '浦', '梨', '轴', '聪', '拾', '军', '办', '白', '赶', '臭', '决', '黑', '听', '妙', '委', '尺', '杨', '打', '誉', '色', '且', '两', '吊', '敌', '访', '道', '寿', '啥', '娇', '朱', '咨', '加', '抱', '洞', '区', '辛', '脂', '撒', '日', '兔', '世', '讨', '经', '迅', '并', '强', '济', '样', '笔', '粮', '漫', '之', '同', '昼', '均', '酷', '处', '胶', '担', '米', '账', '弟', '当', '谁', '予', '遭', '亏', '宠', '爆', '哲', '敢', '拼', '露', '吧', '微', '邮', '穆', '闲']",债,哲
1135,姚,女,2.5723297475645492,"('女',)",[190645],1,e5a79a,41,"['姑', '嫌', '娱', '娇', '婚', '威', '好', '嫂', '妮', '奶', '妇', '奸', '妖', '妓', '女', '妻', '如', '始', '委', '妹', '姓', '妙', '姐', '嬉', '姜', '媳', '媒', '姨', '娘', '姿', '妞', '她', '嫁', '嫩', '奴', '娃', '婆', '妈', '姆', '娜']",40,"['险', '迹', '乙', '填', '匙', '律', '牢', '悲', '奇', '湾', '色', '枚', '岩', '凰', '调', '寝', '蛋', '营', '箭', '患', '倡', '浮', '祭', '水', '潭', '雕', '在', '咋', '皇', '循', '而', '励', '万', '柜', '袭', '正', '示', '咖', '久', '侯', '玄', '嘛', '惠', '坛', '性', '籍', '政', '陵', '刺', '歉', '衡', '岸', '井', '坏', '顺', '忠', '根', '料', '浴', '刊', '竟', '动', '我', '短', '悟', '残', '劳', '跟', '默', '庭', '史', '质', '歩', '错', '钮', '坊', '情', '困', '汉', '魔', '截', '咨', '题', '被', '苑', '翼', '百', '步', '力', '轻', '丸', '版', '下', '帮', '凌', '述', '青', '疲', '埃', '渐']",妖,坛
