,language,tokenizer,word,suffix,word_final_token,group,both_pair,suffix_pair,neither_pair,dectile
18507,Italian,llama3,animano,ano,5770,"['tendano', 'destano', 'cessano', 'frenano']",animano,copiano,innesta,0
18508,Italian,llama3,riprendo,o,78,"['nascondo', 'schianto', 'affronto', 'sgomento']",riprendo,addietro,vogliate,5
18509,Italian,llama3,regolano,ano,5770,"['spostano', 'imparano', 'tagliano', 'bloccano']",regolano,spiccano,ripetuti,6
18510,Italian,llama3,indebita,a,64,"['appresta', 'sommersa', 'richieda', 'annovera']",indebita,disfatta,pungente,5
18511,Italian,llama3,riporti,i,72,"['ritieni', 'indossi', 'assalti', 'evoluti']",riporti,toccati,assorbe,5
18512,Italian,llama3,riportano,ano,5770,"['insegnano', 'ritrovano', 'ritornano', 'attaccano']",riportano,rischiano,impiegata,7
18513,Italian,llama3,muti,i,72,"['fori', 'coni', 'doti', 'doni']",muti,ampi,lego,7
18514,Italian,llama3,muta,a,64,"['ruba', 'lima', 'mina', 'cala']",muta,buca,teme,7
18515,Italian,llama3,bonifico,o,78,"['collasso', 'idrogeno', 'desidero', 'ricovero']",bonifico,brevetto,ricavato,7
18516,Italian,llama3,ricercate,ate,349,"['comandate', 'indossate', 'mescolate', 'perdonate']",ricercate,catturate,torturati,3
18517,Italian,llama3,ricercano,ano,5770,"['annullano', 'reclamano', 'apportano', 'strappano']",ricercano,tracciano,congiunge,1
18518,Italian,llama3,rispondi,i,72,"['permessi', 'aggiunti', 'commessi', 'connessi']",rispondi,ricevuti,ossigeno,8
18519,Italian,llama3,rispondano,ano,5770,"['analizzano', 'rallentano', 'contengano', 'menzionano']",rispondano,rinunciano,esuberante,2
18520,Italian,llama3,reclamano,ano,5770,"['riservano', 'ingannano', 'annullano', 'ricercano']",reclamano,tracciano,parafrasi,1
18521,Italian,llama3,concreti,i,72,"['scioperi', 'soccorsi', 'presunti', 'profondi']",concreti,rispetti,terrazza,7
18522,Italian,llama3,commentato,ato,4428,"['comportato', 'illustrato', 'confessato', 'supportato']",commentato,analizzato,sacramento,7
18523,Italian,llama3,commento,o,78,"['contento', 'catalogo', 'rapporto', 'continuo']",commento,traffico,contatti,9
18524,Italian,llama3,commenti,i,72,"['concerti', 'rapporti', 'ambienti', 'presenti']",commenti,racconti,concerto,9
18525,Italian,llama3,commenta,a,64,"['violenta', 'conclusa', 'conserva', 'contenta']",commenta,annuncia,comprese,8
18526,Italian,llama3,calo,o,78,"['velo', 'ramo', 'tubo', 'foro']",calo,esco,fili,8
18527,Italian,llama3,cala,a,64,"['muta', 'ruba', 'ansa', 'mina']",cala,bada,coni,7
18528,Italian,llama3,azzerato,ato,4428,"['avverato', 'sferrato', 'schifato', 'scaldato']",azzerato,ricreato,rallegra,1
18529,Italian,llama3,bastonate,ate,349,"['mescolate', 'indossate', 'ricercate', 'annullate']",bastonate,catturate,stancante,3
18530,Italian,llama3,conto,o,78,"['sento', 'spero', 'credo', 'parto']",conto,segno,fatta,9
18531,Italian,llama3,conti,i,72,"['resti', 'posti', 'passi', 'costi']",conti,parli,crede,9
18532,Italian,llama3,contate,ate,349,"['scopate', 'ballate', 'versate', 'montate']",contate,attuate,calmata,4
18533,Italian,llama3,tirano,ano,5770,"['vedano', 'basano', 'durano', 'rubano']",tirano,odiano,tenete,7
18534,Italian,llama3,mina,a,64,"['ansa', 'lima', 'cala', 'ruba']",mina,tesa,alzo,7
18535,Italian,llama3,cessi,i,72,"['mossi', 'vendi', 'animi', 'lanci']",cessi,molli,usura,6
18536,Italian,llama3,cessate,ate,349,"['brigate', 'causate', 'sposate', 'sparate']",cessate,cascate,giostra,6
18537,Italian,llama3,cessano,ano,5770,"['destano', 'animano', 'tendano', 'frenano']",cessano,copiano,occorra,0
18538,Italian,llama3,coloro,o,78,"['prendo', 'impero', 'presso', 'presto']",coloro,albero,minima,9
18539,Italian,llama3,colori,i,72,"['numeri', 'pressi', 'organi', 'classi']",colori,liberi,ultima,9
18540,Italian,llama3,colora,a,64,"['annota', 'pressa', 'vegeta', 'altera']",colora,omessa,molino,3
18541,Italian,llama3,colorate,ate,349,"['lavorate', 'comprate', 'visitate', 'mostrate']",colorate,ordinate,comprano,6
18542,Italian,llama3,agganci,i,72,"['osservi', 'risposi', 'perenni', 'avversi']",agganci,bollati,subirà,3
18543,Italian,llama3,invitano,ano,5770,"['accusano', 'separano', 'ignorano', 'figurano']",invitano,riescano,infranto,6
18544,Italian,llama3,ragionano,ano,5770,"['stimolano', 'affondano', 'suscitano', 'svegliano']",ragionano,disegnano,surrogato,2
18545,Italian,llama3,torna,a,64,"['presa', 'norma', 'acqua', 'corsa']",torna,manca,raggi,9
18546,Italian,llama3,occupi,i,72,"['severi', 'intimi', 'superi', 'presti']",occupi,gelati,fiocco,6
18547,Italian,llama3,occupa,a,64,"['accusa', 'lavora', 'laurea', 'scheda']",occupa,tutela,mobili,9
18548,Italian,llama3,occupate,ate,349,"['colorate', 'lavorate', 'comprate', 'mostrate']",occupate,derivate,compatto,6
18549,Italian,llama3,occupano,ano,5770,"['guardano', 'indicano', 'mostrano', 'meritano']",occupano,mangiano,contesti,8
18550,Italian,llama3,basso,o,78,"['conto', 'passo', 'spero', 'credo']",basso,terzo,vieni,9
18551,Italian,llama3,bassi,i,72,"['fondi', 'conti', 'messi', 'posti']",bassi,fatti,adoro,9
18552,Italian,llama3,bassa,a,64,"['bomba', 'torta', 'corsa', 'sposa']",bassa,salva,resti,9
18553,Italian,llama3,bassano,ano,5770,"['sposano', 'montano', 'puntano', 'causano']",bassano,segnano,dormono,6
18554,Italian,llama3,tramonti,i,72,"['carrelli', 'possiedi', 'affronti', 'sommersi']",tramonti,frantumi,manderà,4
18555,Italian,llama3,fissi,i,72,"['guidi', 'matti', 'tasti', 'finti']",fissi,muori,calmo,7
18556,Italian,llama3,fissate,ate,349,"['pregate', 'buttate', 'firmate', 'alleate']",fissate,restate,picchia,5
18557,Italian,llama3,basato,ato,4428,"['votato', 'pagato', 'dotato', 'legato']",basato,creato,ordini,9
18558,Italian,llama3,basi,i,72,"['armi', 'voti', 'temi', 'noti']",basi,voci,tiro,9
18559,Italian,llama3,basa,a,64,"['vota', 'pesa', 'vola', 'posa']",basa,veda,pesi,8
18560,Italian,llama3,basano,ano,5770,"['libano', 'tirano', 'vedano', 'durano']",basano,odiano,scatta,7
18561,Italian,llama3,palo,o,78,"['velo', 'tubo', 'foro', 'calo']",palo,agio,voli,8
18562,Italian,llama3,resuscitato,ato,4428,"['sorvegliato', 'patrocinato', 'premeditato', 'smascherato']",resuscitato,arrotondato,schiacciate,2
18563,Italian,llama3,sali,i,72,"['tubi', 'voli', 'fili', 'sedi']",sali,tiri,esco,8
18564,Italian,llama3,rallentano,ano,5770,"['rispondano', 'analizzano', 'menzionano', 'contengano']",rallentano,finanziano,contattate,2
18565,Italian,llama3,ripetiamo,iamo,35314,"['otteniamo', 'scendiamo', 'rivediamo', 'smettiamo']",ripetiamo,mostriamo,dilagante,4
18566,Italian,llama3,notato,ato,4428,"['votato', 'pagato', 'dotato', 'legato']",notato,creato,pilota,9
18567,Italian,llama3,noto,o,78,"['riso', 'vedo', 'volo', 'filo']",noto,vado,pone,9
18568,Italian,llama3,noti,i,72,"['cosi', 'basi', 'cari', 'voti']",noti,vuoi,volo,9
18569,Italian,llama3,notate,ate,349,"['levate', 'posate', 'curate', 'votate']",notate,ondate,scalda,5
18570,Italian,llama3,notano,ano,5770,"['dicano', 'urlano', 'recano', 'mirano']",notano,alzano,emerse,6
18571,Italian,llama3,appresso,o,78,"['sorpasso', 'alfabeto', 'monologo', 'dichiaro']",appresso,rinforzo,bruciata,6
18572,Italian,llama3,danni,i,72,"['resti', 'costi', 'testi', 'monti']",danni,umani,calma,9
18573,Italian,llama3,impegnano,ano,5770,"['giudicano', 'rimandano', 'rimangano', 'camminano']",impegnano,piacciano,esplorato,5
18574,Italian,llama3,tengano,ano,5770,"['scopano', 'gridano', 'servano', 'vantano']",tengano,mediano,approvo,5
18575,Italian,llama3,recano,ano,5770,"['urlano', 'mirano', 'dicano', 'notano']",recano,alzano,salato,6
18576,Italian,llama3,interessi,i,72,"['occasioni', 'confronti', 'documenti', 'questioni']",interessi,programmi,controllo,9
18577,Italian,llama3,decori,i,72,"['allevi', 'stalli', 'brilli', 'militi']",decori,opachi,giravo,0
18578,Italian,llama3,alternato,ato,4428,"['delineato', 'liquidato', 'disputato', 'stressato']",alternato,approdato,vigilante,3
18579,Italian,llama3,schianto,o,78,"['riprendo', 'nascondo', 'affronto', 'sgomento']",schianto,trasloco,vogliate,5
18580,Italian,llama3,sistemano,ano,5770,"['predicano', 'penetrano', 'riversano', 'procurano']",sistemano,producano,pastiglia,0
18581,Italian,llama3,sedi,i,72,"['pesi', 'tubi', 'sali', 'dosi']",sedi,cibi,leva,8
18582,Italian,llama3,lasci,i,72,"['scopi', 'falsi', 'provi', 'torni']",lasci,letti,metta,8
18583,Italian,llama3,allagato,ato,4428,"['castrato', 'plasmato', 'ricamato', 'sferrato']",allagato,ricreato,maturati,1
18584,Italian,llama3,subordinato,ato,4428,"['pontificato', 'accreditato', 'aggiudicato', 'sofisticato']",subordinato,paralizzato,inseriscono,5
18585,Italian,llama3,dista,a,64,"['senta', 'prosa', 'creda', 'galla']",dista,sagra,galli,7
18586,Italian,llama3,denominato,ato,4428,"['contestato', 'anticipato', 'illustrato', 'supportato']",denominato,analizzato,comportano,7
18587,Italian,llama3,carbonato,ato,4428,"['delineato', 'disputato', 'stressato', 'liquidato']",carbonato,approdato,organizzo,3
18588,Italian,llama3,appalti,i,72,"['trapani', 'rivolti', 'carceri', 'stanchi']",appalti,alloggi,uscirà,7
18589,Italian,llama3,prendo,o,78,"['guardo', 'coloro', 'presto', 'organo']",prendo,invito,occupa,9
18590,Italian,llama3,prendi,i,72,"['limiti', 'pressi', 'classi', 'colori']",prendi,attivi,sapete,9
18591,Italian,llama3,prendano,ano,5770,"['comprano', 'accusano', 'ignorano', 'generano']",prendano,studiano,introiti,6
18592,Italian,llama3,radunano,ano,5770,"['riparano', 'denotano', 'tutelano', 'avvisano']",radunano,appaiano,entrerò,0
18593,Italian,llama3,tollerano,ano,5770,"['esaminano', 'inquinano', 'scivolano', 'prevedano']",tollerano,mischiano,impaurita,0
18594,Italian,llama3,bloccano,ano,5770,"['scappano', 'imparano', 'regolano', 'spostano']",bloccano,bruciano,stuprata,6
18595,Italian,llama3,assuma,a,64,"['consta', 'irrita', 'naviga', 'reputa']",assuma,recata,fidano,4
18596,Italian,llama3,foresta,a,64,"['interna', 'seconda', 'collega', 'aumenta']",foresta,puntata,venduto,9
18597,Italian,llama3,inquinano,ano,5770,"['scivolano', 'tollerano', 'esaminano', 'prevedano']",inquinano,mischiano,decidessi,0
18598,Italian,llama3,concordi,i,72,"['nascondi', 'vergogni', 'sclerosi', 'respinti']",concordi,spiegati,piombino,5
18599,Italian,llama3,rinomate,ate,349,"['ammirate', 'piantate', 'sprecate', 'frustate']",rinomate,cacciate,cappotti,2
18600,Italian,llama3,serva,a,64,"['sella', 'tenta', 'tenda', 'spera']",serva,spara,mondi,8
18601,Italian,llama3,servano,ano,5770,"['ballano', 'vantano', 'fondano', 'rendano']",servano,baciano,giocavo,5
18602,Italian,llama3,insegnate,ate,349,"['esagerate', 'ritrovate', 'osservate', 'sollevate']",insegnate,arrestate,inserirsi,5
18603,Italian,llama3,insegnano,ano,5770,"['ritrovano', 'riportano', 'ritornano', 'accettano']",insegnano,rischiano,parcheggi,7
18604,Italian,llama3,anticipato,ato,4428,"['confessato', 'alimentato', 'commentato', 'denominato']",anticipato,analizzato,improvviso,7
18605,Italian,llama3,anticipi,i,72,"['fermenti', 'conservi', 'prosperi', 'pretendi']",anticipi,dominati,litigate,2
18606,Italian,llama3,anticipa,a,64,"['distorta', 'facilita', 'tormenta', 'depressa']",anticipa,mantenga,dominano,5
18607,Italian,llama3,procurano,ano,5770,"['sistemano', 'predicano', 'riversano', 'penetrano']",procurano,producano,temperata,0
18608,Italian,llama3,apprendo,o,78,"['proseguo', 'rammento', 'sperpero', 'inquieto']",apprendo,artiglio,lottiamo,1
18609,Italian,llama3,presa,a,64,"['possa', 'russa', 'sorta', 'posta']",presa,manda,usati,9
18610,Italian,llama3,annovera,a,64,"['sommersa', 'appresta', 'indebita', 'richieda']",annovera,congiura,preposto,5
18611,Italian,llama3,annoverano,ano,5770,"['apprestano', 'aggiornano', 'mantengano', 'progettano']",annoverano,rimbalzano,strapiombo,0
18612,Italian,llama3,naviga,a,64,"['reputa', 'consta', 'assuma', 'irrita']",naviga,ciurma,elegge,4
18613,Italian,llama3,accumulato,ato,4428,"['constatato', 'riguardato', 'assaggiato', 'articolato']",accumulato,ipotizzato,desiderata,6
18614,Italian,llama3,plasmato,ato,4428,"['graziato', 'allagato', 'inondato', 'azzerato']",plasmato,ricreato,spalanca,1
18615,Italian,llama3,scappano,ano,5770,"['bloccano', 'tagliano', 'regolano', 'spostano']",scappano,spiccano,scaletta,6
18616,Italian,llama3,attentato,ato,4428,"['collegato', 'eliminato', 'aumentato', 'applicato']",attentato,informato,domestica,8
18617,Italian,llama3,interni,i,72,"['termini', 'governi', 'accordi', 'origini']",interni,conosci,credono,9
18618,Italian,llama3,interna,a,64,"['foresta', 'seconda', 'collega', 'aumenta']",interna,notizia,argento,9
18619,Italian,llama3,alieni,i,72,"['parchi', 'generi', 'dolori', 'ambiti']",alieni,pagati,supera,8
18620,Italian,llama3,scopo,o,78,"['basso', 'testo', 'credo', 'sento']",scopo,russo,perde,9
18621,Italian,llama3,scopi,i,72,"['ponti', 'basti', 'mangi', 'privi']",scopi,entri,secca,8
18622,Italian,llama3,scopate,ate,349,"['montate', 'versate', 'ballate', 'contate']",scopate,attuate,definì,4
18623,Italian,llama3,scopano,ano,5770,"['gridano', 'ballano', 'rendano', 'vantano']",scopano,mediano,studiò,5
18624,Italian,llama3,annunciato,ato,4428,"['presentato', 'comunicato', 'registrato', 'incontrato']",annunciato,utilizzato,permanente,9
18625,Italian,llama3,allevi,i,72,"['decori', 'brilli', 'stalli', 'militi']",allevi,opachi,ardita,0
18626,Italian,llama3,esortato,ato,4428,"['castrato', 'arredato', 'stregato', 'inondato']",esortato,ricreato,maiolica,1
18627,Italian,llama3,generi,i,72,"['piloti', 'dolori', 'minimi', 'creati']",generi,regali,dubito,8
18628,Italian,llama3,generano,ano,5770,"['prendano', 'prestano', 'accusano', 'comprano']",generano,studiano,contagio,6
18629,Italian,llama3,laurea,a,64,"['accusa', 'stampa', 'lavora', 'occupa']",laurea,misura,andava,9
18630,Italian,llama3,richieda,a,64,"['appresta', 'annovera', 'indebita', 'sommersa']",richieda,scappata,aiutante,5
18631,Italian,llama3,marchi,i,72,"['generi', 'parchi', 'alieni', 'creati']",marchi,manchi,salita,8
18632,Italian,llama3,altera,a,64,"['pressa', 'annota', 'vegeta', 'colora']",altera,colata,sballo,3
18633,Italian,llama3,comportato,ato,4428,"['contestato', 'denominato', 'commentato', 'finanziato']",comportato,analizzato,preventivo,7
18634,Italian,llama3,comporti,i,72,"['supporti', 'conformi', 'segmenti', 'uniformi']",comporti,superati,comparso,6
18635,Italian,llama3,comportate,ate,349,"['confiscate', 'disturbate', 'traversate', 'monitorate']",comportate,accomunate,collaborò,0
18636,Italian,llama3,esagero,o,78,"['traforo', 'intoppo', 'galoppo', 'omologo']",esagero,rincaro,fuggite,1
18637,Italian,llama3,esageri,i,72,"['avverti', 'tamponi', 'necrosi', 'tartufi']",esageri,scafati,esordì,1
18638,Italian,llama3,esagerate,ate,349,"['insegnate', 'sollevate', 'ritrovate', 'osservate']",esagerate,arrestate,rimanente,5
18639,Italian,llama3,nega,a,64,"['posa', 'dona', 'sega', 'vola']",nega,alza,cavo,8
18640,Italian,llama3,minimi,i,72,"['ambiti', 'parchi', 'dolori', 'alieni']",minimi,saluti,scorre,8
18641,Italian,llama3,comandate,ate,349,"['perdonate', 'calcolate', 'ricercate', 'annullate']",comandate,catturate,istituite,3
18642,Italian,llama3,comandano,ano,5770,"['mescolano', 'approvano', 'scaricano', 'sollevano']",comandano,scherzano,artefatti,3
18643,Italian,llama3,tenta,a,64,"['falsa', 'multa', 'renda', 'priva']",tenta,prega,viste,8
18644,Italian,llama3,tentano,ano,5770,"['sparano', 'cantano', 'mandano', 'costano']",tentano,variano,traduce,7
18645,Italian,llama3,testo,o,78,"['provo', 'basso', 'credo', 'conto']",testo,adoro,sfida,9
18646,Italian,llama3,testi,i,72,"['uniti', 'campi', 'messi', 'credi']",testi,terzi,punta,9
18647,Italian,llama3,testa,a,64,"['posta', 'unita', 'pensa', 'norma']",testa,salva,provo,9
18648,Italian,llama3,testate,ate,349,"['provate', 'cercate', 'fermate', 'portate']",testate,parlate,bastava,8
18649,Italian,llama3,conservi,i,72,"['fermenti', 'anticipi', 'pretendi', 'prosperi']",conservi,dominati,vigilata,2
18650,Italian,llama3,conserva,a,64,"['commenta', 'violenta', 'conclusa', 'concessa']",conserva,separata,capitoli,8
18651,Italian,llama3,canfora,a,64,"['fomenta', 'gremita', 'dispera', 'preleva']",canfora,bollita,crollò,0
18652,Italian,llama3,volo,o,78,"['tono', 'noto', 'vedo', 'riso']",volo,muro,lega,9
18653,Italian,llama3,voli,i,72,"['toni', 'dosi', 'sali', 'tubi']",voli,lodi,odia,8
18654,Italian,llama3,vola,a,64,"['pesa', 'vota', 'sega', 'nega']",vola,leva,resi,8
18655,Italian,llama3,volano,ano,5770,"['rubano', 'tirano', 'libano', 'votano']",volano,odiano,accese,7
18656,Italian,llama3,separano,ano,5770,"['comprano', 'figurano', 'generano', 'ignorano']",separano,graziano,stampati,6
18657,Italian,llama3,necrosi,i,72,"['tartufi', 'esageri', 'recinti', 'prenoti']",necrosi,sfogati,evocano,1
18658,Italian,llama3,fomenta,a,64,"['canfora', 'gremita', 'preleva', 'dispera']",fomenta,evapora,perdevo,0
18659,Italian,llama3,migliorato,ato,4428,"['contestato', 'finanziato', 'recuperato', 'alimentato']",migliorato,analizzato,identifica,7
18660,Italian,llama3,paragonato,ato,4428,"['constatato', 'articolato', 'prolungato', 'accumulato']",paragonato,ipotizzato,minacciano,6
18661,Italian,llama3,paragoni,i,72,"['sorpresi', 'contorni', 'risvolti', 'promossi']",paragoni,scappati,straccio,6
18662,Italian,llama3,roventi,i,72,"['congedi', 'immessi', 'saldati', 'affondi']",roventi,stufati,abbozzo,0
18663,Italian,llama3,affollate,ate,349,"['grigliate', 'allineate', 'schierate', 'ritornate']",affollate,esaminate,ragionano,2
18664,Italian,llama3,affollano,ano,5770,"['apportano', 'riservano', 'annullano', 'schierano']",affollano,tracciano,arrampica,1
18665,Italian,llama3,liquidato,ato,4428,"['stressato', 'originato', 'delineato', 'alternato']",liquidato,approdato,stressata,3
18666,Italian,llama3,soprano,ano,5770,"['guidano', 'puntano', 'cassano', 'causano']",soprano,segnano,intuito,6
18667,Italian,llama3,classi,i,72,"['colori', 'limiti', 'pressi', 'numeri']",classi,arrivi,invito,9
18668,Italian,llama3,grigliate,ate,349,"['ritornate', 'prenotate', 'schierate', 'affollate']",grigliate,raffinate,indossati,2
18669,Italian,llama3,andato,ato,4428,"['legato', 'notato', 'votato', 'pagato']",andato,creato,aperte,9
18670,Italian,llama3,allineate,ate,349,"['prenotate', 'ritornate', 'allungate', 'affollate']",allineate,esaminate,dibattuta,2
18671,Italian,llama3,riservano,ano,5770,"['strappano', 'calcolano', 'annullano', 'scatenano']",riservano,innalzano,schermate,1
18672,Italian,llama3,attirano,ano,5770,"['indagano', 'adattano', 'misurano', 'spettano']",attirano,cacciano,maturata,4
18673,Italian,llama3,russi,i,72,"['presi', 'resti', 'corsi', 'costi']",russi,usati,guida,9
18674,Italian,llama3,russa,a,64,"['bomba', 'messa', 'bassa', 'torna']",russa,guida,terzi,9
18675,Italian,llama3,credo,o,78,"['sento', 'bordo', 'testo', 'conto']",credo,bravo,piace,9
18676,Italian,llama3,credi,i,72,"['pensi', 'conti', 'passi', 'danni']",credi,aiuti,manda,9
18677,Italian,llama3,creda,a,64,"['falla', 'prosa', 'senta', 'corna']",creda,sogna,torte,7
18678,Italian,llama3,avverato,ato,4428,"['esortato', 'scaldato', 'sventato', 'inondato']",avverato,ricreato,lanciava,1
18679,Italian,llama3,pagato,ato,4428,"['votato', 'andato', 'basato', 'dotato']",pagato,creato,attiva,9
18680,Italian,llama3,contorni,i,72,"['risvolti', 'paragoni', 'promessi', 'promossi']",contorni,abbonati,dichiaro,6
18681,Italian,llama3,perdoni,i,72,"['sementi', 'esprimi', 'accenni', 'proponi']",perdoni,scaduti,adibito,4
18682,Italian,llama3,perdonate,ate,349,"['bastonate', 'ricercate', 'calcolate', 'annullate']",perdonate,catturate,esportato,3
18683,Italian,llama3,nomi,i,72,"['devi', 'voti', 'armi', 'temi']",nomi,tesi,arco,9
18684,Italian,llama3,tagliano,ano,5770,"['spostano', 'regolano', 'bloccano', 'scappano']",tagliano,spiccano,rovescia,6
18685,Italian,llama3,sposo,o,78,"['freno', 'rendo', 'animo', 'privo']",sposo,fallo,provi,8
18686,Italian,llama3,sposi,i,72,"['gusti', 'privi', 'fermi', 'falsi']",sposi,canti,retta,8
18687,Italian,llama3,sposa,a,64,"['pensa', 'unita', 'testa', 'possa']",sposa,somma,spese,9
18688,Italian,llama3,sposate,ate,349,"['causate', 'salvate', 'sparate', 'cessate']",sposate,situate,combina,6
18689,Italian,llama3,sposano,ano,5770,"['guidano', 'cassano', 'puntano', 'bassano']",sposano,segnano,mentito,6
18690,Italian,llama3,frustate,ate,349,"['piantate', 'insalate', 'rinomate', 'adattate']",frustate,abituate,sommerse,2
18691,Italian,llama3,dialogo,o,78,"['arresto', 'accordo', 'intento', 'talento']",dialogo,maschio,puntate,9
18692,Italian,llama3,teologo,o,78,"['avverso', 'ammasso', 'fosforo', 'prevedo']",teologo,sospiro,agitata,5
18693,Italian,llama3,consta,a,64,"['naviga', 'irrita', 'assuma', 'reputa']",consta,gratta,invasi,4
18694,Italian,llama3,nascondo,o,78,"['riprendo', 'affronto', 'sgomento', 'schianto']",nascondo,rivoglio,indebita,5
18695,Italian,llama3,nascondi,i,72,"['sostieni', 'concordi', 'intrighi', 'preposti']",nascondi,divenuti,sfiorato,5
18696,Italian,llama3,nascondono,ono,10358,"['possiedono', 'compongono', 'mantengono', 'propongono']",nascondono,forniscono,attaccante,7
18697,Italian,llama3,sorridi,i,72,"['rimossi', 'chiesti', 'sciolti', 'risolti']",sorridi,segnati,disegna,6
18698,Italian,llama3,liberate,ate,349,"['superate', 'stampate', 'ignorate', 'affidate']",liberate,meritate,persiste,5
18699,Italian,llama3,prenoto,o,78,"['intoppo', 'esagero', 'omologo', 'galoppo']",prenoto,paletto,capirsi,1
18700,Italian,llama3,prenoti,i,72,"['tamponi', 'tartufi', 'esageri', 'affissi']",prenoti,baciati,adopera,1
18701,Italian,llama3,prenotate,ate,349,"['affollate', 'schierate', 'grigliate', 'allungate']",prenotate,esaminate,ragionata,2
18702,Italian,llama3,ansa,a,64,"['mina', 'muta', 'ruba', 'lima']",ansa,gaza,muto,7
18703,Italian,llama3,inventato,ato,4428,"['applicato', 'eliminato', 'attentato', 'terminato']",inventato,informato,definisce,8
18704,Italian,llama3,inventano,ano,5770,"['eliminano', 'integrano', 'importano', 'insultano']",inventano,associano,liquidato,3
18705,Italian,llama3,coso,o,78,"['vano', 'equo', 'lego', 'muso']",coso,alzo,muti,7
18706,Italian,llama3,cosi,i,72,"['vivi', 'temi', 'cari', 'basi']",cosi,bari,arco,9
18707,Italian,llama3,scioperi,i,72,"['riguardi', 'profondi', 'soccorsi', 'concreti']",scioperi,tagliati,spaventa,7
18708,Italian,llama3,foro,o,78,"['palo', 'velo', 'calo', 'ramo']",foro,sano,cibi,8
18709,Italian,llama3,fori,i,72,"['coni', 'doni', 'doti', 'muti']",fori,abbi,fuso,7
18710,Italian,llama3,intendi,i,72,"['inclusi', 'visioni', 'formati', 'margini']",intendi,ridotti,bastano,8
18711,Italian,llama3,meri,i,72,"['godi', 'rubi', 'curi', 'veli']",meri,rosi,paco,4
18712,Italian,llama3,scatenate,ate,349,"['corazzate', 'accertate', 'strappate', 'prelevate']",scatenate,tracciate,parafrasi,1
18713,Italian,llama3,scatenano,ano,5770,"['affollano', 'calcolano', 'adoperano', 'reclamano']",scatenano,spacciano,infestato,1
18714,Italian,llama3,menzionano,ano,5770,"['analizzano', 'rispondano', 'rallentano', 'contengano']",menzionano,rinunciano,amministra,2
18715,Italian,llama3,sentito,ito,6491,"['vestito', 'fornito', 'partito', 'fallito']",sentito,seguito,entrate,9
18716,Italian,llama3,sento,o,78,"['bordo', 'provo', 'basso', 'testo']",sento,salto,lotta,9
18717,Italian,llama3,senti,i,72,"['russi', 'versi', 'campi', 'porti']",senti,tardi,somma,9
18718,Italian,llama3,senta,a,64,"['creda', 'falla', 'dista', 'prosa']",senta,rissa,mento,7
18719,Italian,llama3,sentano,ano,5770,"['rendano', 'scopano', 'buttano', 'tengano']",sentano,baciano,stimati,5
18720,Italian,llama3,devi,i,72,"['temi', 'basi', 'cari', 'nomi']",devi,vuoi,vedo,9
18721,Italian,llama3,sferrato,ato,4428,"['stregato', 'azzerato', 'esortato', 'intonato']",sferrato,ricreato,proseguo,1
18722,Italian,llama3,possa,a,64,"['pensa', 'testa', 'russa', 'presa']",possa,fatta,nasce,9
18723,Italian,llama3,possano,ano,5770,"['pensano', 'restano', 'trovano', 'portano']",possano,mancano,finisce,9
18724,Italian,llama3,congelate,ate,349,"['esportate', 'incollate', 'vincolate', 'sigillate']",congelate,suscitate,riciclata,0
18725,Italian,llama3,cancelli,i,72,"['circuiti', 'dispersi', 'depositi', 'distinti']",cancelli,liberati,perdiamo,7
18726,Italian,llama3,lordo,o,78,"['lampo', 'dormo', 'mento', 'edito']",lordo,ragno,prosa,7
18727,Italian,llama3,lorda,a,64,"['sessa', 'toppa', 'batta', 'vesta']",lorda,lacca,compi,2
18728,Italian,llama3,sessi,i,72,"['vesti', 'archi', 'fasci', 'guidi']",sessi,scudi,valga,7
18729,Italian,llama3,sessa,a,64,"['batta', 'toppa', 'vesta', 'lorda']",sessa,pesta,merli,2
18730,Italian,llama3,prosperi,i,72,"['fermenti', 'anticipi', 'conservi', 'pretendi']",prosperi,accumuli,ospitate,2
18731,Italian,llama3,prolungato,ato,4428,"['constatato', 'accumulato', 'articolato', 'assaggiato']",prolungato,ipotizzato,prendevano,6
18732,Italian,llama3,ingannano,ano,5770,"['scatenano', 'reclamano', 'strappano', 'adoperano']",ingannano,innalzano,affettato,1
18733,Italian,llama3,scattano,ano,5770,"['spaccano', 'sprecano', 'crollano', 'ricavano']",scattano,poggiano,pareggia,2
18734,Italian,llama3,norma,a,64,"['russa', 'possa', 'messa', 'testa']",norma,cifra,terzi,9
18735,Italian,llama3,gridano,ano,5770,"['ballano', 'scopano', 'salvano', 'tengano']",gridano,mediano,costava,5
18736,Italian,llama3,compensi,i,72,"['concessi', 'supporti', 'conformi', 'segmenti']",compensi,favoriti,aggiorna,6
18737,Italian,llama3,scavano,ano,5770,"['mondano', 'gravano', 'mollano', 'isolano']",scavano,cascano,stringo,1
18738,Italian,llama3,mescolate,ate,349,"['ricercate', 'comandate', 'bastonate', 'abbassate']",mescolate,catturate,inquinato,3
18739,Italian,llama3,mescolano,ano,5770,"['ammontano', 'comandano', 'abbassano', 'domandano']",mescolano,scherzano,insediato,3
18740,Italian,llama3,cascato,ato,4428,"['multato', 'destato', 'narrato', 'serrato']",cascato,saldato,immesso,3
18741,Italian,llama3,lacerato,ato,4428,"['arredato', 'avverato', 'scaldato', 'esortato']",lacerato,ricreato,bramante,1
